,assoc,values
0,they buy,community bank trust waco texas lifted position shares abbott laboratories nyse abt 2.8 3rd quarter according company recent 13f filing securities exchange commission .
1,they buy,"institutional investor owned 38,583 shares healthcare product maker stock acquiring additional 1,061 shares quarter ."
2,they buy,"community bank trust waco texas holdings abbott laboratories worth 2,830,000 end recent reporting period ."
3,they buy,several hedge funds institutional investors also recently added reduced stakes abt .
4,they buy,blackrock inc. raised position abbott laboratories 3.7 2nd quarter .
5,they buy,"blackrock inc. owns 116,149,740 shares healthcare product maker stock worth 7,083,972,000 purchasing additional 4,153,157 shares last quarter ."
6,they buy,morgan stanley raised position abbott laboratories 33.1 2nd quarter .
7,they buy,"morgan stanley owns 21,218,276 shares healthcare product maker stock worth 1,294,103,000 purchasing additional 5,274,307 shares last quarter ."
8,they buy,janus henderson group plc raised position abbott laboratories 12.0 2nd quarter .
9,they buy,"janus henderson group plc owns 13,708,172 shares healthcare product maker stock worth 836,067,000 purchasing additional 1,468,430 shares last quarter ."
10,they buy,dimensional fund advisors lp raised position abbott laboratories 0.7 2nd quarter .
11,they buy,"dimensional fund advisors lp owns 9,477,591 shares healthcare product maker stock worth 578,069,000 purchasing additional 67,093 shares last quarter ."
12,they buy,finally swiss national bank raised position abbott laboratories 3.3 2nd quarter .
13,they buy,"swiss national bank owns 5,998,788 shares healthcare product maker stock worth 365,866,000 purchasing additional 190,600 shares last quarter ."
14,they buy,72.16 stock currently owned institutional investors .
15,they sell,"related news insider daniel gesua sive salvadori sold 5,000 shares business stock transaction dated friday september 28th ."
16,they sell,"stock sold average price 73.39 total value 366,950.00 ."
17,they buy,"following completion sale insider directly owns 93,321 shares company stock valued approximately 6,848,828.19 ."
18,they buy,sale disclosed filing securities exchange commission accessible link .
19,they sell,"also insider michael j. pederson sold 1,050 shares business stock transaction dated tuesday july 24th ."
20,they sell,"shares sold average price 63.43 total value 66,601.50 ."
21,they buy,"following completion sale insider directly owns 79,467 shares company stock valued 5,040,591.81 ."
22,they buy,disclosure sale found .
23,they sell,"insiders sold total 155,321 shares company stock valued 10,492,583 last ninety days ."
24,they buy,0.74 stock currently owned corporate insiders .
25,they buy,abt stock opened 69.33 friday .
26,they buy,abbott laboratories 1-year low 53.61 1-year high 74.15 .
27,they buy,company debt-to-equity ratio 0.64 current ratio 1.58 quick ratio 1.16. stock market capitalization 128.70 billion pe ratio 27.73 price-to-earnings-growth ratio 2.05 beta 1.49 .
28,they buy,abbott laboratories nyse abt last posted quarterly earnings data wednesday july 18th .
29,they buy,healthcare product maker reported 0.73 earnings per share quarter topping thomson reuters consensus estimate 0.71 0.02 .
30,they buy,abbott laboratories return equity 15.30 net margin 3.13 .
31,they buy,firm revenue 7.77 billion quarter compared analyst estimates 7.71 billion .
32,they buy,period last year company posted 0.62 eps .
33,they buy,business quarterly revenue 17.0 year-over-year basis .
34,they sell,analysts expect abbott laboratories post 2.88 earnings per share current year .
35,they buy,company also recently announced quarterly dividend paid thursday november 15th .
36,they buy,investors record monday october 15th given 0.28 dividend .
37,they buy,represents 1.12 dividend annualized basis yield 1.62 .
38,they buy,ex-dividend date dividend friday october 12th .
39,they buy,abbott laboratories payout ratio 44.80 .
40,they buy,abbott laboratories profile want see hedge funds holding abt visit holdingschannel.com get latest 13f filings insider trades abbott laboratories nyse abt .
41,they buy,"keyword abbott laboratories nyse abt abt medical,00282410 sec filings,13f hedge fund holdings institutional investor holdingsratings:4,18 nyse abt receive news ratings abbott laboratories daily enter email address receive concise daily summary latest news analysts ratings abbott laboratories related companies marketbeat.com free daily email newsletter ."
42,they buy,name required equities analysts forecast abbott laboratories nyse abt post earnings 0.74 per share current fiscal quarter according zacks investment research .
43,they buy,seven analysts issued estimates abbott laboratories earnings estimates ranging 0.73 0.75 .
44,they buy,abbott laboratories posted earnings 0.66 per share quarter last year indicates positive year year growth rate 12.1 .
45,they buy,business expected report next earnings report market opens wednesday october 17th .
46,they buy,according zacks analysts expect abbott laboratories report full year earnings 2.88 per share current financial year eps estimates ranging 2.85 2.90 .
47,they buy,next year analysts expect business post earnings 3.24 per share eps estimates ranging 3.15 3.30 .
48,they sell,zacks earnings per share averages average based survey sell-side research firms cover abbott laboratories .
49,they buy,abbott laboratories nyse abt last posted quarterly earnings results wednesday july 18th .
50,they buy,healthcare product maker reported 0.73 eps quarter beating consensus estimate 0.71 0.02 .
51,they buy,firm revenue 7.77 billion quarter compared analysts expectations 7.71 billion .
52,they buy,abbott laboratories return equity 15.30 net margin 3.13 .
53,they buy,company revenue quarter 17.0 year-over-year basis .
54,they buy,quarter prior year firm posted 0.62 eps .
55,they buy,shares abt stock traded 1.23 trading hours friday hitting 69.33 .
56,they buy,"company trading volume 10,345,615 shares compared average volume 6,017,730. abbott laboratories 12 month low 53.61 12 month high 74.15 ."
57,they buy,firm market cap 128.70 billion p/e ratio 27.73 p/e/g ratio 2.05 beta 1.49. company current ratio 1.58 quick ratio 1.16 debt-to-equity ratio 0.64 .
58,they buy,firm also recently declared quarterly dividend paid thursday november 15th .
59,they buy,investors record monday october 15th given dividend 0.28 per share .
60,they buy,ex-dividend date dividend friday october 12th .
61,they buy,represents 1.12 dividend annualized basis yield 1.62 .
62,they buy,abbott laboratories dividend payout ratio dpr presently 44.80 .
63,they sell,"related news insider daniel gesua sive salvadori sold 5,000 shares stock transaction occurred friday september 28th ."
64,they sell,"stock sold average price 73.39 total transaction 366,950.00 ."
65,they buy,"following sale insider directly owns 93,321 shares company valued approximately 6,848,828.19 ."
66,they buy,transaction disclosed filing sec accessed hyperlink .
67,they sell,also insider sharon j. bracken sold 615 shares stock transaction occurred monday july 30th .
68,they sell,"stock sold average price 65.16 total value 40,073.40 ."
69,they buy,"following sale insider owns 40,761 shares company valued 2,655,986.76 ."
70,they buy,disclosure sale found .
71,they sell,"last 90 days insiders sold 155,321 shares company stock worth 10,492,583 ."
72,they buy,0.74 stock owned corporate insiders .
73,they buy,number hedge funds institutional investors recently added reduced stakes abt .
74,they buy,"atlantic trust llc bought new stake abbott laboratories 2nd quarter worth approximately 104,000 ."
75,they buy,"rainier group investment advisory llc bought new stake abbott laboratories 1st quarter worth approximately 114,000 ."
76,they buy,"fny investment advisers llc bought new stake abbott laboratories 2nd quarter worth approximately 118,000 ."
77,they buy,"fort l.p. bought new stake abbott laboratories 2nd quarter worth approximately 119,000 ."
