,assoc,values
0,they buy,icon advisers inc increased stake cimarex energy co. xec 19.19 based latest 2018q4 regulatory filing sec .
1,they buy,"icon advisers inc bought 24,400 shares company stock declined 9.29 stock markets rallied ."
2,they buy,stock increased 2.19 1.43 last trading session reaching 66.83 .
3,they sell,historical xec news 08/05/2018 cimarex energy co xec.n full-year 2018 production capital guidance unchanged 11/05/2018 cimarex energy declares quarterly cash dividend 23/05/2018 cimarex closes 50-day moving average technicals 08/05/2018 cimarex 1q eps 1.96 30/04/2018 williston basin adds wpx energy exits cimarex 08/05/2018 cimarex 1q rev 567.1m 24/05/2018 cimarex agrees sell ward county assets 570 24/05/2018 cimarex agrees sell ward county assets 570 million 08/05/2018 cimarex conference set tudor pickering co may .
4,they sell,"mitchell capital management co sold 10,950 shares company stock rose 13.26 market ."
5,they buy,notable recent cimarex energy co. nyse xec news published globenewswire.com released report exploring fundamental drivers behind caesars entertainment party city holdco rowan companies tivo heron therapeutics cimarex energy new horizons emerging trends upcoming developments globenewswire march 05 2019 also seekingalpha.com article cimarex energy good news bad news seeking alpha published august 10 2018 zacks.com published cimarex xec 13.2 since last earnings report rebound zacks.com december 06 2018. interesting news cimarex energy co. nyse xec released seekingalpha.com article cimarex energy aiming disciplined production growth seeking alpha published february 23 2019 well investorplace.com news article titled 7 u.s. shale oil stocks buy prices rise investorplace.com publication date april 26 2019 .
6,they buy,"since december 14 2018 1 insider buy 1 sale 95,151 activity ."
7,they sell,"sullivan michael j/co also sold 104,768 worth cimarex energy co. nyse xec shares ."
8,they buy,investors sentiment increased 1.06 2018 q4 .
9,they sell,positive 52 investors sold xec shares 122 reduced holdings .
10,they buy,"dnb asset management invested 11,320 shares ."
11,they buy,california-based assetmark incorporated invested 0 cimarex energy co. nyse xec .
12,they buy,texas-based bbva compass retail bank invested 0.2 cimarex energy co. nyse xec .
13,they buy,"apg asset management nv invested 0 44,769 shares ."
14,they buy,"public employees retirement ohio invested 40,434 shares 0.01 stock ."
15,they buy,cimarex energy co nyse xec equities research analysts capital one financial increased fy2019 earnings per share eps estimates shares cimarex energy research report issued thursday april 18th according zacks investment research .
16,they sell,"caymus capital partners lp sold 7,594 shares company stock declined 9.29 stock markets rallied ."
17,they buy,stock increased 2.19 1.43 last trading session reaching 66.83 .
18,they sell,1.75 30/05/2018 cimarex non-deal roadshow hosted tudor pickering co 23/05/2018 cimarex closes 50-day moving average technicals 24/05/2018 cimarex agrees sell ward county assets 570 investors sentiment increased 1.06 2018 q4 .
19,they sell,increased 52 investors sold xec shares 122 reduced holdings .
20,they buy,california state teachers retirement systems invested 0.02 portfolio cimarex energy co. nyse xec .
21,they buy,minnesota-based ameriprise fincl inc invested 0.06 cimarex energy co. nyse xec .
22,they buy,"meag munich ergo kapitalanlagegesellschaft mbh invested 15,229 shares ."
23,they buy,sumitomo mitsui asset ltd invested 0.01 cimarex energy co. nyse xec .
24,they sell,"sullivan michael j/co sold 104,768 worth stock ."
25,they buy,"also increased holding pioneer nat res co nyse pxd 99,686 shares quarter total 353,286 shares risen stake occidental pete corp del nyse oxy ."
26,they buy,morgan stanley set 101.00 target price shares cimarex energy gave stock buy rating research report friday february 22nd .
27,they buy,williams capital set 104.00 target price shares cimarex energy gave stock buy rating research report tuesday january 22nd .
28,they buy,capital one financial downgraded shares cimarex energy overweight rating equal weight rating research note wednesday march 20th .
29,they sell,one investment analyst rated stock sell rating twelve issued hold rating eleven issued buy rating company stock .
30,they sell,news director harold r. logan jr. sold 990 shares business stock transaction friday march 15th .
31,they sell,"shares sold average price 70.00 total transaction 69,300.00 ."
32,they sell,analyses consensus rating score stands 2.2. next one year period average individual price target estimates referred covering sell-side analysts 91.62 .
