,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"1,966,492","1,473,413","1,079,874","845,486"
2,Cost of Revenue,"518,625","356,466","264,580","205,376"
3,Gross Profit,"1,447,867","1,116,947","815,294","640,110"
4,Operating Expenses,,,,
5,Research Development,"128,899","97,559","75,720","61,237"
6,Selling General and Administrative,"852,404","665,777","490,653","390,239"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"1,499,928","1,119,802","830,953","656,852"
10,Operating Income or Loss,"466,564","353,611","248,921","188,634"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-8,606","7,969","-8,039","-2,533"
13,Earnings Before Interest and Taxes,"466,564","353,611","248,921","188,634"
14,Interest Expense,-,-,-,-
15,Income Before Tax,"457,958","361,580","240,882","186,101"
16,Income Tax Expense,"57,723","130,162","51,200","42,081"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"400,235","231,418","189,682","144,020"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"400,235","231,418","189,682","144,020"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"400,235","231,418","189,682","144,020"
