,0,1,2,3,4
0,Revenue,1/31/2019,1/31/2018,1/31/2017,1/31/2016
1,Total Revenue,"4,442,100","4,169,800","4,001,800","4,104,900"
2,Cost of Revenue,"1,631,100","1,559,100","1,502,800","1,613,600"
3,Gross Profit,"2,811,000","2,610,700","2,499,000","2,491,300"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,035,500","1,816,200","1,752,400","1,722,400"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"3,666,600","3,375,300","3,255,200","3,336,000"
10,Operating Income or Loss,"775,500","794,500","746,600","768,900"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-32,000","-34,000","-70,000","-59,000"
13,Earnings Before Interest and Taxes,"775,500","794,500","746,600","768,900"
14,Interest Expense,"-39,700","-42,000","-46,000","-49,000"
15,Income Before Tax,"743,500","760,500","676,600","709,900"
16,Income Tax Expense,"157,100","390,400","230,500","246,000"
17,Minority Interest,"13,500","14,800","14,900","18,100"
18,Net Income From Continuing Ops,"586,400","370,100","446,100","463,900"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"586,400","370,100","446,100","463,900"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"586,400","370,100","446,100","463,900"
