,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"1,211,056","1,120,340","1,004,770","794,621"
2,Cost of Revenue,"301,249","276,737","252,693","206,470"
3,Gross Profit,"909,807","843,603","752,077","588,151"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"97,409","93,371","90,673","78,286"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"607,708","563,404","525,926","418,213"
10,Operating Income or Loss,"603,348","556,936","478,844","376,408"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-147,024","-39,089","-65,908","-155,724"
13,Earnings Before Interest and Taxes,"603,348","556,936","478,844","376,408"
14,Interest Expense,"-183,123","-158,614","-138,459","-98,992"
15,Income Before Tax,"456,324","517,847","412,936","220,684"
16,Income Tax Expense,"9,244","3,625","15,847","11,148"
17,Minority Interest,"371,698","373,056","351,274","283,527"
18,Net Income From Continuing Ops,"447,080","514,222","397,089","209,536"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"415,289","479,013","366,127","189,474"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"414,566","478,038","365,335","188,873"
