,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"121,252,000","120,273,000","115,834,000","116,981,000"
2,Cost of Revenue,"106,378,000","94,618,000","90,111,000","89,561,000"
3,Gross Profit,"14,874,000","25,655,000","25,723,000","27,420,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"17,099,000","15,212,000","16,327,000","14,774,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"123,477,000","109,830,000","106,438,000","104,335,000"
10,Operating Income or Loss,"-2,225,000","10,443,000","9,396,000","12,646,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-6,566,000","-1,413,000","-1,211,000","-2,383,000"
13,Earnings Before Interest and Taxes,"-2,225,000","10,443,000","9,396,000","12,646,000"
14,Interest Expense,"-2,753,000","-2,026,000","-1,706,000","-1,579,000"
15,Income Before Tax,"-8,791,000","9,030,000","8,185,000","10,263,000"
16,Income Tax Expense,"-3,043,000","-464,000","6,485,000","773,000"
17,Minority Interest,"21,122,000","4,688,000","4,836,000","8,772,000"
18,Net Income From Continuing Ops,"-5,748,000","9,494,000","1,700,000","9,490,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-315,000","-953,000","-7,807,000","5,698,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"-5,786,000","8,831,000","-6,126,000","15,233,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"-6,246,000","8,163,000","-6,135,000","15,212,000"
