,0,1
0,Market Cap (intraday) 5,102.54B
1,Enterprise Value 3,101.9B
2,Trailing P/E ,34.24
3,Forward P/E 1,30.17
4,PEG Ratio (5 yr expected) 1,2.70
5,Price/Sales (ttm),0.74
6,Price/Book (mrq),8.45
7,Enterprise Value/Revenue 3,0.73
8,Enterprise Value/EBITDA 6,17.18
,0,1
0,Fiscal Year Ends ,"Sep 3, 2017"
1,Most Recent Quarter (mrq),"May 13, 2018"
,0,1
0,Profit Margin ,2.16%
1,Operating Margin (ttm),3.22%
,0,1
0,Return on Assets (ttm),7.45%
1,Return on Equity (ttm),27.02%
,0,1
0,Revenue (ttm),139.46B
1,Revenue Per Share (ttm),318.14
2,Quarterly Revenue Growth (yoy),12.10%
3,Gross Profit (ttm),17.14B
4,EBITDA ,5.93B
5,Net Income Avi to Common (ttm),3.01B
6,Diluted EPS (ttm),6.83
7,Quarterly Earnings Growth (yoy),7.10%
,0,1
0,Total Cash (mrq),7.04B
1,Total Cash Per Share (mrq),16.06
2,Total Debt (mrq),6.49B
3,Total Debt/Equity (mrq),52.16
4,Current Ratio (mrq),1.01
5,Book Value Per Share (mrq),27.69
,0,1
0,Operating Cash Flow (ttm),6.05B
1,Levered Free Cash Flow (ttm),53M
,0,1
0,Beta ,1.08
1,52-Week Change 3,42.12%
2,S&P500 52-Week Change 3,16.15%
3,52 Week High 3,245.16
4,52 Week Low 3,154.11
5,50-Day Moving Average 3,231.13
6,200-Day Moving Average 3,208.17
,0,1
0,Avg Vol (3 month) 3,1.92M
1,Avg Vol (10 day) 3,2.22M
2,Shares Outstanding 5,438.54M
3,Float ,431.85M
4,% Held by Insiders 1,0.63%
5,% Held by Institutions 1,73.46%
6,"Shares Short (Aug 31, 2018) 4",5.81M
7,"Short Ratio (Aug 31, 2018) 4",3.23
8,"Short % of Float (Aug 31, 2018) 4",1.33%
9,"Short % of Shares Outstanding (Aug 31, 2018) 4",1.32%
10,"Shares Short (prior month Jul 31, 2018) 4",5.95M
,0,1
0,Forward Annual Dividend Rate 4,2.28
1,Forward Annual Dividend Yield 4,0.98%
2,Trailing Annual Dividend Rate 3,2.07
3,Trailing Annual Dividend Yield 3,0.89%
4,5 Year Average Dividend Yield 4,1.05
5,Payout Ratio 4,30.31%
6,Dividend Date 3,"Sep 14, 2018"
7,Ex-Dividend Date 4,"Aug 30, 2018"
8,Last Split Factor (new per old) 2,2/1
9,Last Split Date 3,"Jan 14, 2000"
