,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"2,419,929","2,309,078","2,167,423","2,042,332"
2,Cost of Revenue,"992,564","947,067","891,453","842,672"
3,Gross Profit,"1,427,365","1,362,011","1,275,970","1,199,660"
4,Operating Expenses,,,,
5,Research Development,"143,403","132,593","125,187","118,545"
6,Selling General and Administrative,"536,902","531,363","512,331","492,747"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"1,680,581","1,617,766","1,538,860","1,464,087"
10,Operating Income or Loss,"739,348","691,312","628,563","578,245"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-57,202","-50,215","-28,449","-36,326"
13,Earnings Before Interest and Taxes,"739,348","691,312","628,563","578,245"
14,Interest Expense,"-48,641","-56,839","-44,911","-36,243"
15,Income Before Tax,"682,146","641,097","600,114","541,919"
16,Income Tax Expense,"88,352","620,786","78,611","72,866"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"593,794","20,311","521,503","469,053"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"593,794","20,311","521,503","469,053"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"593,794","20,311","521,503","469,053"
