,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"23,189,000","22,381,000","21,975,000","22,011,000"
2,Cost of Revenue,"12,089,000","12,084,000","12,326,000","12,575,000"
3,Gross Profit,"11,100,000","10,297,000","9,649,000","9,436,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"241,000","242,000","313,000","350,000"
7,Non Recurring,-,-,-,-
8,Others,"1,233,000","1,142,000","1,129,000","1,204,000"
9,Total Operating Expenses,"17,090,000","16,762,000","16,821,000","17,098,000"
10,Operating Income or Loss,"6,099,000","5,619,000","5,154,000","4,913,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,833,000","-1,885,000","-1,244,000","-1,150,000"
13,Earnings Before Interest and Taxes,"6,099,000","5,619,000","5,154,000","4,913,000"
14,Interest Expense,"-1,986,000","-1,916,000","-1,527,000","-1,529,000"
15,Income Before Tax,"4,266,000","3,734,000","3,910,000","3,763,000"
16,Income Tax Expense,"1,196,000","1,156,000","1,256,000","1,225,000"
17,Minority Interest,"-2,000","8,000","44,000","24,000"
18,Net Income From Continuing Ops,"3,070,000","2,578,000","2,654,000","2,538,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-6,000","-408,000","177,000","-649,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,059,000","2,152,000","2,816,000","1,883,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,053,000","2,159,000","2,817,000","1,880,000"
