,0,1
0,Market Cap (intraday) 5,165.91B
1,Enterprise Value 3,185.85B
2,Trailing P/E ,13.31
3,Forward P/E 1,15.14
4,PEG Ratio (5 yr expected) 1,3.30
5,Price/Sales (ttm),2.79
6,Price/Book (mrq),3.40
7,Enterprise Value/Revenue 3,3.13
8,Enterprise Value/EBITDA 6,10.41
,0,1
0,Fiscal Year Ends ,"Sep 29, 2018"
1,Most Recent Quarter (mrq),"Sep 29, 2018"
,0,1
0,Profit Margin ,21.20%
1,Operating Margin (ttm),24.96%
,0,1
0,Return on Assets (ttm),9.54%
1,Return on Equity (ttm),26.10%
,0,1
0,Revenue (ttm),59.43B
1,Revenue Per Share (ttm),39.65
2,Quarterly Revenue Growth (yoy),12.00%
3,Gross Profit (ttm),26.71B
4,EBITDA ,17.85B
5,Net Income Avi to Common (ttm),12.6B
6,Diluted EPS (ttm),8.36
7,Quarterly Earnings Growth (yoy),32.90%
,0,1
0,Total Cash (mrq),4.15B
1,Total Cash Per Share (mrq),2.79
2,Total Debt (mrq),20.87B
3,Total Debt/Equity (mrq),38.69
4,Current Ratio (mrq),0.94
5,Book Value Per Share (mrq),32.78
,0,1
0,Operating Cash Flow (ttm),14.3B
1,Levered Free Cash Flow (ttm),7.63B
,0,1
0,Beta (3Y Monthly) ,0.67
1,52-Week Change 3,2.59%
2,S&P500 52-Week Change 3,-2.10%
3,52 Week High 3,120.20
4,52 Week Low 3,97.68
5,50-Day Moving Average 3,109.84
6,200-Day Moving Average 3,112.68
,0,1
0,Avg Vol (3 month) 3,8.03M
1,Avg Vol (10 day) 3,6.72M
2,Shares Outstanding 5,1.49B
3,Float ,1.49B
4,% Held by Insiders 1,0.14%
5,% Held by Institutions 1,65.15%
6,"Shares Short (Jan 15, 2019) 4",28.36M
7,"Short Ratio (Jan 15, 2019) 4",3.38
8,"Short % of Float (Jan 15, 2019) 4",1.90%
9,"Short % of Shares Outstanding (Jan 15, 2019) 4",1.90%
10,"Shares Short (prior month Dec 14, 2018) 4",28.16M
,0,1
0,Forward Annual Dividend Rate 4,1.76
1,Forward Annual Dividend Yield 4,1.60%
2,Trailing Annual Dividend Rate 3,1.72
3,Trailing Annual Dividend Yield 3,1.54%
4,5 Year Average Dividend Yield 4,1.36
5,Payout Ratio 4,20.10%
6,Dividend Date 3,"Jan 10, 2019"
7,Ex-Dividend Date 4,"Dec 7, 2018"
8,Last Split Factor (new per old) 2,1000/1014
9,Last Split Date 3,"Jun 13, 2007"
