,0,1,2,3,4
0,Revenue,9/29/2018,9/30/2017,10/1/2016,10/3/2015
1,Total Revenue,"59,434,000","55,137,000","55,632,000","52,465,000"
2,Cost of Revenue,"32,726,000","30,191,000","29,864,000","28,364,000"
3,Gross Profit,"26,708,000","24,946,000","25,768,000","24,101,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"8,860,000","8,176,000","8,754,000","8,523,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"44,597,000","41,149,000","41,145,000","39,241,000"
10,Operating Income or Loss,"14,837,000","13,988,000","14,487,000","13,224,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-108,000","-200,000","381,000","644,000"
13,Earnings Before Interest and Taxes,"14,837,000","13,988,000","14,487,000","13,224,000"
14,Interest Expense,"-682,000","-507,000","-354,000","-265,000"
15,Income Before Tax,"14,729,000","13,788,000","14,868,000","13,868,000"
16,Income Tax Expense,"1,663,000","4,422,000","5,078,000","5,016,000"
17,Minority Interest,"5,182,000","4,837,000","4,058,000","4,130,000"
18,Net Income From Continuing Ops,"13,066,000","9,366,000","9,790,000","8,852,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"12,598,000","8,980,000","9,391,000","8,382,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"12,598,000","8,980,000","9,391,000","8,382,000"
