,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"4,510,900","4,881,951","5,456,650","5,702,613"
2,Cost of Revenue,"2,716,100","3,040,522","2,902,259","2,896,255"
3,Gross Profit,"1,794,800","1,841,429","2,554,391","2,806,358"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,031,200","2,062,569","1,995,216","2,193,436"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"4,747,300","5,103,091","4,897,475","5,089,691"
10,Operating Income or Loss,"-236,400","-221,140","559,175","612,922"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-305,600","-283,847","-151,433","-149,007"
13,Earnings Before Interest and Taxes,"-236,400","-221,140","559,175","612,922"
14,Interest Expense,"-181,900","-105,214","-95,118","-85,270"
15,Income Before Tax,"-419,300","-504,987","409,742","463,915"
16,Income Tax Expense,"111,700","548,849","91,720","94,499"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"-531,000","-1,053,836","318,022","369,416"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"-531,000","-1,053,836","318,022","369,416"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"-531,000","-1,053,836","316,645","366,237"
