,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"4,028,211","4,927,965","4,170,077","2,779,541"
2,Cost of Revenue,"2,492,482","3,577,320","2,993,062","1,855,181"
3,Gross Profit,"1,535,729","1,350,645","1,177,015","924,360"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"686,441","616,601","571,333","390,253"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"3,178,923","4,193,921","3,564,395","2,245,434"
10,Operating Income or Loss,"849,288","734,044","605,682","534,107"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-144,368","-75,950","-118,535","-15,113"
13,Earnings Before Interest and Taxes,"849,288","734,044","605,682","534,107"
14,Interest Expense,"-158,881","-118,221","-115,363","-40,701"
15,Income Before Tax,"704,920","658,094","487,147","518,994"
16,Income Tax Expense,"127,003","65,878","161,175","151,364"
17,Minority Interest,-,"115,689","24,093","29,074"
18,Net Income From Continuing Ops,"577,917","592,216","325,972","367,630"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,"1,411"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"576,656","586,185","319,638","364,044"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"576,656","586,185","319,638","364,044"
