,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"11,333,400","10,308,000","9,552,900","8,505,700"
2,Cost of Revenue,"8,157,000","7,216,200","6,698,900","5,602,400"
3,Gross Profit,"3,176,400","3,091,800","2,854,000","2,903,300"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,496,800","1,419,400","1,305,600","1,468,600"
7,Non Recurring,-,-,-,-
8,Others,-,"6,100","6,100","6,100"
9,Total Operating Expenses,"9,883,200","8,852,100","8,184,000","7,241,600"
10,Operating Income or Loss,"1,450,200","1,455,900","1,368,900","1,264,100"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-181,900","-378,400","-295,300","-538,100"
13,Earnings Before Interest and Taxes,"1,450,200","1,455,900","1,368,900","1,264,100"
14,Interest Expense,"-244,200","-235,100","-219,100","-274,900"
15,Income Before Tax,"1,268,300","1,077,500","1,073,600","726,000"
16,Income Tax Expense,"384,400","-155,400","360,700","287,300"
17,Minority Interest,"19,100","20,800","15,200","14,900"
18,Net Income From Continuing Ops,"883,900","1,232,900","712,900","438,700"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"883,700","1,227,100","711,800","437,600"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"883,700","1,227,100","711,800","437,600"
