,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"130,863,000","126,034,000","125,980,000","131,620,000"
2,Cost of Revenue,"55,205,000","52,892,000","52,701,000","52,557,000"
3,Gross Profit,"75,658,000","73,142,000","73,279,000","79,063,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"23,073,000","28,099,000","32,515,000","32,496,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"95,658,000","97,721,000","101,144,000","101,070,000"
10,Operating Income or Loss,"35,205,000","28,313,000","24,836,000","30,550,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-15,582,000","-7,719,000","-3,850,000","-2,310,000"
13,Earnings Before Interest and Taxes,"35,205,000","28,313,000","24,836,000","30,550,000"
14,Interest Expense,"-4,833,000","-4,733,000","-4,376,000","-4,920,000"
15,Income Before Tax,"19,623,000","20,594,000","20,986,000","28,240,000"
16,Income Tax Expense,"3,584,000","-9,956,000","7,378,000","9,865,000"
17,Minority Interest,"1,565,000","1,591,000","1,508,000","1,414,000"
18,Net Income From Continuing Ops,"16,039,000","30,550,000","13,608,000","18,375,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"15,528,000","30,101,000","13,127,000","17,879,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"15,528,000","30,101,000","13,127,000","17,879,000"
