Company,IQVIQVIAHoldingsInc.,ExactSciencesCorporation,ICONplc,CRLCharlesRiverLaboratoriesInternationalInc.,IncyteCorporation
MarketValue,$27M,$9M,$7M,$6M,$16M
CurrentLastSaleCLS,$138.7,$97.69,$137.39,$142.73,$75.03
NetChange/%fromclose,1.34/0.98%,2.30/2.41%,0.47/0.34%,2.73/1.95%,1.09/1.47%
TargetPriceTP/CLS%ofTP,N/A,N/A,N/A,$36.5/391%,$19.5/385%
ThisrowincludesthetargetpriceandtheCurrentLastSalesCLSpercentoftheTargetPriceTP.Thetargetpriceisdefinedastheanalystestimated1yeartargetprice.TheCLSpercentofTPcalculationisCurrentPrice/TargetPrice100,,,,,
52WeekHigh/%Change,$146.10/-5%,$99.5227/-2%,$155.33/-12%,$149.065/-4%,$88.83/-16%
Thisrowincludesthe52WeekHighandthe%changeofthe52WeekHighfromthecurrentlastsale.The52WeekHighisdefinedasthehighestendofdayvalueforthepastyear.ThecolorcodingassignsavalueofVeryPositivetoVeryNegative.TheColorKeybelowindicatestheassignedvaluesandapossibleexplanationfortherating.Howeveritisimportanttonotethateachvalueshouldbelookedatincombinationwithotherfactors.TheStockComparisonpageshouldserveasoneamongmanyinformationaltoolsforcomparingstocksandshouldnotbetheonlybasisforabuyorselldecision.ADVICEFROMASECURITIESPROFESSIONALISSTRONGLYADVISED.Pleasevisitourdisclaimerpageforourfulldisclaimer.ColorKeyVeryPositive0to5%Thismeansthatthestockistradingatornearits52weekhighthismightindicatethepossibilitythatthereisroomforfuturestockpriceincreasesPositive4.9%to10%Thismeansthatthestockistradingnearits52weekhighthismightindicatethepossibilitythatthereisroomforfuturestockpriceincreasesNeutral10to15%Thismeansthestockistradingatalevelthatdoesntprovideanyclearsignalforpricemovement.Negative16%to30%Thisindicatesthatthe%decreaseisatalevelthatmayindicateastockthatlackssupportforahigherstockprice.MoreNegative31to60%Thisindicatesthatthe%decreaseisatalevelthatmayindicateastockthatlackssupportforahigherstockprice.VeryNegative61%andbelowThisindicatesthatthe%decreaseisatalevelthatmayindicateastockthatlackssupportforahigherstockprice.,,,,,
52WeekLow/%Change,$91.5701/51%,$45.06/117%,$116.68/18%,$102.96/39%,$57/32%
Thisrowincludesthe52WeekLowandthe%changeofthe52WeekLowfromthecurrentlastsale.The52WeekLowisdefinedasthelowestendofdayvalueforthepastyear.ThecolorcodingassignsavalueofVeryPositivetoVeryNegative.TheColorKeybelowindicatestheassignedvaluesandapossibleexplanationfortherating.Howeveritisimportanttonotethateachvalueshouldbelookedatincombinationwithotherfactors.TheStockComparisonpageshouldserveasoneamongmanyinformationaltoolsforcomparingstocksandshouldnotbetheonlybasisforabuyorselldecision.ADVICEFROMASECURITIESPROFESSIONALISSTRONGLYADVISED.Pleasevisitourdisclaimerpageforourfulldisclaimer.ColorKeyVeryPositive15%andaboveThismeansitmightbetradingatadiscountoranalystsfeelthatthereisgrowthinthestockpricePositive2%to14.9%ThismeansitmightbetradingatadiscountoranalystsfeelthatthereisgrowthinthestockpriceNeutral0to1.9%ThismeansitistradingatornearthetargetpriceNegative-1%to-14.9%ThismeansthestockistradingabovethetargetpriceanditmightbetradingatapremiumMoreNegative-15%to-30%ThismeansthestockistradingabovethetargetpriceanditmightbetradingatapremiumVeryNegative-31%andbelowThismeansthestockistradingabovethetargetpriceanditmightbetradingatapremium,,,,,
Beta,1.03,2.32,0.93,1.14,2.95
ThisrowincludestheBeta.TheBetaisdefinedasameasureofthevolatilityofastockrelativetotheoverallmarket.Abetaoflessthanoneindicateslowerriskthanthemarket.Abetaofmorethanoneindicateshigherriskthanthemarket.NASDAQ.comusestheSP500astheunderlyingindextomeasuretheoverallmarketforbeta.ThecolorcodingassignsavalueofVeryPositivetoVeryNegative.TheColorKeybelowindicatestheassignedvaluesandapossibleexplanationfortherating.Howeveritisimportanttonotethateachvalueshouldbelookedatincombinationwithotherfactors.TheStockComparisonpageshouldserveasoneamongmanyinformationaltoolsforcomparingstocksandshouldnotbetheonlybasisforabuyorselldecision.ADVICEFROMASECURITIESPROFESSIONALISSTRONGLYADVISED.Pleasevisitourdisclaimerpageforourfulldisclaimer.ColorKeyVeryPositive.04andbelowIndicatesamuchlowerriskthanthemarketPositive.99to.05IndicatesalowerriskthanthemarketNeutral1to1.19IndicatesriskalignedwiththemarketNegative1.2-1.69IndicatesahigherriskthanthemarketMoreNegative1.7-1.99IndicatesamuchhigherriskthanthemarketVeryNegative2.0andaboveIndicatesamuchgreaterriskthanthemarket,,,,,
Volume,930042,981404,240657,500724,1425726
AvgDailyVolume,1310104,1834657,314328,401830,1257889
ShortInterest,N/A,7936599,590591,N/A,4936387
%ofsharesoutstanding,0%,8116%,1085%,0%,2306%
Daystocover,N/A,5.560853,3.012051,N/A,3.507080
ThisrowincludestheDaystoCover.TheDaystoCoveriscalculatedastheaggregateshortinterestforthemonthdividedbytheaveragedailysharevolumetradedfortheperiodbetweenshortinterestsettlementdates.DaystocoverisalsoreferredtoasShort-InterestRatio.Thetermdaystocoverwascoinedtoindicatehowmanydaysitwilltakeshortsellerstocovertheirpositionsifthepriceofastockrises.SomeinvestorsseeahighshortinterestasanopportunitythisisreferredtoasShortSqueeze.VisitInvestopediaformoreinformationaboutShortSqueeze.ThecolorcodingassignsavalueofVeryPositivetoVeryNegative.TheColorKeybelowindicatestheassignedvaluesandapossibleexplanationfortherating.Inthisinstancetheratingisassumingthatthepersonistheshortseller.Howeveritisimportanttonotethateachvalueshouldbelookedatincombinationwithotherfactors.TheStockComparisonpageshouldserveasoneamongmanyinformationaltoolsforcomparingstocksandshouldnotbetheonlybasisforabuyorselldecision.ADVICEFROMASECURITIESPROFESSIONALISSTRONGLYADVISED.Pleasevisitourdisclaimerpageforourfulldisclaimer.PleasenoteTheSEChasissuedtechnicalammendmentstotheEmergencyShortSaleorderthatprovidedlistingexchangeswithguidanceregardingwhichsecuritiesarecoveredbytheOrder.NASDAQhaspostedalistofinculdedfinancialfirmsforourmarketaswellasaconsolidatedlistforallexchanges.NASDAQcontinuetopostupdatedlistsonthispagedailyuntiltheexpirationoftheemergencyorder.VisitNASDAQTrader.comforadditionaldetails.ColorKeyVeryPositive1andlowerThisindicatesthatthestockwouldtakelessthanadayforshortsellerstocovertheirpositions.Positive1.1-1.5Thisindicatesthatthestockwouldtakeslightlylongerthanadayforshortsellerstocovertheirpositions.Neutral1.6-2Thisindicatesthatthestockwouldtakeuptotwodaysforshortsellerstocovertheirpositions.Negative2.1-3Thisindicatesthatthestockwouldtakemorethanatwodaysforshortsellerstocovertheirpositions.MoreNegative3-8Thisindicatesthatthestockwouldlongerforshortsellerstocovertheirpositions.VeryNegative9andaboveThisindicatesthatthestockwouldtakemuchlongerforshortsellerstocovertheirpositions.,,,,,
EPS,$1.24,$-1.44,$5.89,$4.61,$0.51
P/E,111.85,NE,23.33,30.96,147.12
