,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"14,237,200","14,093,200","12,394,100","11,964,400"
2,Cost of Revenue,"8,316,100","7,947,200","7,069,800","6,861,200"
3,Gross Profit,"5,921,100","6,146,000","5,324,300","5,103,200"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"4,136,700","3,893,800","3,732,600","3,466,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"12,452,800","11,841,000","10,802,400","10,327,200"
10,Operating Income or Loss,"1,784,400","2,252,200","1,591,700","1,637,200"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,-,-,-,"-206,400"
13,Earnings Before Interest and Taxes,"1,784,400","2,252,200","1,591,700","1,637,200"
14,Interest Expense,-,-,-,"-183,400"
15,Income Before Tax,"1,784,400","2,252,200","1,591,700","1,430,800"
16,Income Tax Expense,"230,700","-72,300","229,900","177,600"
17,Minority Interest,"457,200","173,900","164,000","151,500"
18,Net Income From Continuing Ops,"1,553,700","2,324,500","1,361,800","1,253,200"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,546,500","2,310,400","1,316,500","1,234,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,546,500","2,310,400","1,316,500","1,209,300"
