,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"3,398,719","3,116,350","3,023,189","3,088,533"
2,Cost of Revenue,"1,890,576","1,706,583","1,663,650","1,718,742"
3,Gross Profit,"1,508,143","1,409,767","1,359,539","1,369,791"
4,Operating Expenses,,,,
5,Research Development,"286,026","254,263","246,101","253,640"
6,Selling General and Administrative,"548,524","511,784","486,338","507,563"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,759,820","2,496,393","2,411,129","2,487,273"
10,Operating Income or Loss,"638,899","619,957","612,060","601,260"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-101,854","-96,240","-72,959","-52,199"
13,Earnings Before Interest and Taxes,"638,899","619,957","612,060","601,260"
14,Interest Expense,"-65,363","-52,989","-46,062","-46,067"
15,Income Before Tax,"537,045","523,717","539,101","549,061"
16,Income Tax Expense,"241,380","118,686","119,854","134,518"
17,Minority Interest,"5,092","4,890","4,672","4,128"
18,Net Income From Continuing Ops,"295,665","405,031","419,247","414,543"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"295,665","405,031","419,247","414,543"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"294,665","404,031","417,247","412,143"
