,Earnings Estimate,Current Qtr. (Jun 2018),Next Qtr. (Sep 2018),Current Year (2018),Next Year (2019)
0,No. of Analysts,18.0,18.0,26.0,26.0
1,Avg. Estimate,0.2,0.35,1.23,1.63
2,Low Estimate,0.17,0.3,1.01,1.25
3,High Estimate,0.26,0.42,1.53,2.18
4,Year Ago EPS,0.23,0.41,0.98,1.23
,Revenue Estimate,Current Qtr. (Jun 2018),Next Qtr. (Sep 2018),Current Year (2018),Next Year (2019)
0,No. of Analysts,17,17,29,30
1,Avg. Estimate,1.06B,1.37B,4.59B,5.76B
2,Low Estimate,1.05B,1.34B,4.5B,5.35B
3,High Estimate,1.09B,1.4B,4.7B,6.21B
4,Year Ago Sales,937.34M,1.15B,3.91B,4.59B
5,Sales Growth (year/est),13.60%,18.80%,17.20%,25.50%
,Earnings History,6/29/2017,9/29/2017,12/30/2017,3/30/2018
0,EPS Est.,0.19,0.23,0.15,0.15
1,EPS Actual,0.23,0.41,0.19,0.51
2,Difference,0.04,0.18,0.04,0.36
3,Surprise %,21.10%,78.30%,26.70%,240.00%
,EPS Trend,Current Qtr. (Jun 2018),Next Qtr. (Sep 2018),Current Year (2018),Next Year (2019)
0,Current Estimate,0.2,0.35,1.23,1.63
1,7 Days Ago,0.2,0.35,1.23,1.62
2,30 Days Ago,0.22,0.38,1.32,1.77
3,60 Days Ago,0.22,0.39,1.3,1.73
4,90 Days Ago,0.22,0.39,1.3,1.73
,EPS Revisions,Current Qtr. (Jun 2018),Next Qtr. (Sep 2018),Current Year (2018),Next Year (2019)
0,Up Last 7 Days,N/A,N/A,N/A,N/A
1,Up Last 30 Days,1,1,3,N/A
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,N/A,N/A,N/A,N/A
,Growth Estimates,CTRP,Industry,Sector,S&P 500
0,Current Qtr.,-13.00%,N/A,N/A,0.47
1,Next Qtr.,-14.60%,N/A,N/A,0.46
2,Current Year,25.50%,N/A,N/A,0.22
3,Next Year,32.50%,N/A,N/A,0.10
4,Next 5 Years (per annum),3.84%,N/A,N/A,0.11
5,Past 5 Years (per annum),9.92%,N/A,N/A,N/A
