,Earnings Estimate,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,21.0,21.0,26.0,26.0
1,Avg. Estimate,1.34,1.62,6.09,6.95
2,Low Estimate,1.31,1.55,5.92,6.71
3,High Estimate,1.38,1.98,6.7,7.43
4,Year Ago EPS,1.34,1.73,6.21,6.09
,Revenue Estimate,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,11,11,15,15
1,Avg. Estimate,5.11B,5.53B,21.59B,22.56B
2,Low Estimate,4.99B,5.2B,20.61B,20.66B
3,High Estimate,5.23B,5.77B,22.24B,23.68B
4,Year Ago Sales,5.01B,5.35B,20.76B,21.59B
5,Sales Growth (year/est),2.10%,3.40%,4.00%,4.50%
,Earnings History,3/30/2018,6/29/2018,9/29/2018,12/30/2018
0,EPS Est.,1.22,1.38,1.31,1.39
1,EPS Actual,1.34,1.73,1.7,1.44
2,Difference,0.12,0.35,0.39,0.05
3,Surprise %,9.80%,25.40%,29.80%,3.60%
,EPS Trend,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,Current Estimate,1.34,1.62,6.09,6.95
1,7 Days Ago,1.34,1.62,6.09,6.95
2,30 Days Ago,1.34,1.62,6.09,6.97
3,60 Days Ago,1.34,1.65,6.18,7.05
4,90 Days Ago,1.36,1.7,6.35,7.26
,EPS Revisions,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,Up Last 7 Days,N/A,N/A,N/A,N/A
1,Up Last 30 Days,1,1,1,N/A
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,1,1,1,1
,Growth Estimates,MAR,Industry,Sector,S&P 500
0,Current Qtr.,N/A,N/A,N/A,0.01
1,Next Qtr.,-6.40%,N/A,N/A,0.05
2,Current Year,-1.90%,N/A,N/A,0.05
3,Next Year,14.10%,N/A,N/A,0.11
4,Next 5 Years (per annum),18.20%,N/A,N/A,0.10
5,Past 5 Years (per annum),22.93%,N/A,N/A,N/A
