,0,1,2,3,4
0,Revenue,9/30/2018,9/30/2017,9/30/2016,9/30/2015
1,Total Revenue,"15,983,000","12,093,000","12,483,000","10,282,000"
2,Cost of Revenue,"8,185,000","6,151,000","6,492,000","5,294,000"
3,Gross Profit,"7,798,000","5,942,000","5,991,000","4,988,000"
4,Operating Expenses,,,,
5,Research Development,"1,006,000","774,000","828,000","632,000"
6,Selling General and Administrative,"4,015,000","2,925,000","3,005,000","2,563,000"
7,Non Recurring,-,-,-,-
8,Others,-,"-1,000","-1,000","-1,000"
9,Total Operating Expenses,"13,206,000","9,849,000","10,325,000","8,489,000"
10,Operating Income or Loss,"2,777,000","2,244,000","2,158,000","1,793,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,604,000","-1,268,000","-1,085,000","-1,054,000"
13,Earnings Before Interest and Taxes,"2,777,000","2,244,000","2,158,000","1,793,000"
14,Interest Expense,"-706,000","-521,000","-388,000","-371,000"
15,Income Before Tax,"1,173,000","976,000","1,073,000","739,000"
16,Income Tax Expense,"862,000","-124,000","97,000","44,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"311,000","1,100,000","976,000","695,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"311,000","1,100,000","976,000","695,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"159,000","1,030,000","976,000","695,000"
