,0,1,2,3,4
0,Revenue,8/31/2018,8/31/2017,8/31/2016,8/31/2015
1,Total Revenue,"131,537,000","118,214,000","117,351,000","103,444,000"
2,Cost of Revenue,"100,745,000","89,052,000","87,477,000","76,585,000"
3,Gross Profit,"30,792,000","29,162,000","29,874,000","26,859,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"24,429,000","22,916,000","23,425,000","21,669,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"125,174,000","111,968,000","110,902,000","98,254,000"
10,Operating Income or Loss,"6,363,000","6,246,000","6,449,000","5,190,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-334,000","-1,385,000","-1,261,000","145,000"
13,Earnings Before Interest and Taxes,"6,363,000","6,246,000","6,449,000","5,190,000"
14,Interest Expense,"-577,000","-643,000","-580,000","-471,000"
15,Income Before Tax,"6,029,000","4,861,000","5,188,000","5,335,000"
16,Income Tax Expense,"998,000","760,000","997,000","1,056,000"
17,Minority Interest,"682,000","808,000","401,000","439,000"
18,Net Income From Continuing Ops,"5,031,000","4,101,000","4,191,000","4,279,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"5,024,000","4,078,000","4,173,000","4,220,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"5,024,000","4,078,000","4,173,000","4,220,000"
