,assoc,values
0,they buy,fjarde ap fonden fourth swedish national pension fund increased position shares fmc corp nyse fmc 2.1 1st quarter according company recent 13f filing sec .
1,they sell,"news vp andrea e. utecht sold 30,464 shares company stock transaction friday february 15th ."
2,they sell,"stock sold average price 84.39 total transaction 2,570,856.96 ."
3,they sell,"also ceo pierre r. brondeau sold 94,424 shares company stock transaction friday february 15th ."
4,they sell,"stock sold average price 84.34 total value 7,963,720.16 ."
5,they sell,"insiders sold 131,880 shares company stock worth 11,144,839 last ninety days ."
6,they buy,loop capital set 102.00 target price fmc gave company buy rating research report friday april 12th .
7,they buy,keycorp cut target price fmc 105.00 95.00 set overweight rating stock research report friday april 12th .
8,they buy,jefferies financial group reissued buy rating issued 112.00 target price previously 108.00 shares fmc research report thursday march 21st .
9,they buy,three investment analysts rated stock hold rating nine given buy rating company .
10,they buy,stock presently consensus rating buy consensus price target 96.45 .
11,they sell,"wealth architects llc 311,000 position air products chemicals inc. apd investors sell union pacific unp strength unp world asset management inc increased stake fmc corp nyse fmc 4.4 first quarter according company recent 13f filing securities exchange commission ."
12,they buy,loop capital reduced price target fmc 118.00 101.00 set buy rating stock report sunday march 3rd .
13,they sell,zacks investment research upgraded fmc sell rating hold rating report tuesday january 15th .
14,they buy,keycorp reduced price target fmc 112.00 105.00 set buy rating stock report thursday february 14th .
15,they buy,finally credit suisse group restated buy rating set 114.00 price target shares fmc report friday february 1st .
16,they buy,three analysts rated stock hold rating nine given buy rating stock .
17,they buy,stock currently consensus rating buy consensus price target 96.45 .
18,they sell,"related news vp andrea e. utecht sold 30,464 shares company stock transaction occurred friday february 15th ."
19,they sell,"stock sold average price 84.39 total value 2,570,856.96 ."
20,they sell,"also director robert c. pallash sold 6,992 shares company stock transaction occurred wednesday february 20th ."
21,they sell,"stock sold average price 87.28 total value 610,261.76 ."
22,they sell,"insiders sold total 131,880 shares company stock worth 11,144,839 last 90 days ."
23,they sell,volume gives investor idea price action security whether buy sell security .
24,they buy,"chartwell investment partners llc increased position fmc corp nyse fmc 1,550.9 first quarter according recent 13f filing securities exchange commission sec ."
25,they buy,dnb asset management increased stake shares fmc 35.1 first quarter .
26,they buy,state alaska department revenue increased stake shares fmc 1.5 first quarter .
27,they buy,finally cwm advisors llc increased stake shares fmc 6.5 fourth quarter .
28,they buy,valuengine raised fmc hold rating buy rating research note friday march 1st .
29,they buy,loop capital dropped price target fmc 118.00 101.00 set buy rating stock research report sunday march 3rd .
30,they buy,stephens set 95.00 price target fmc gave company buy rating research report thursday february 28th .
31,they sell,finally zacks investment research lowered fmc hold rating sell rating research report monday february 4th .
32,they buy,three equities research analysts rated stock hold rating eleven assigned buy rating company stock .
33,they buy,stock currently consensus rating buy average target price 97.00 .
34,they sell,"related news director robert c. pallash sold 6,992 shares company stock transaction wednesday february 20th ."
35,they sell,"stock sold average price 87.28 total transaction 610,261.76 ."
36,they sell,"also ceo pierre r. brondeau sold 94,424 shares company stock transaction friday february 15th ."
37,they sell,"shares sold average price 84.34 total value 7,963,720.16 ."
38,they sell,"insiders sold 131,880 shares company stock worth 11,144,839 last three months ."
39,they sell,research note published april 18th 2019 rbc capital mkts downgrade shares fmc 87 .
40,they buy,similarly research note sent march 21st 2019 jefferies analysts reiterated shares stock buy set price target 112.additionally research note made public march 8th 2019 analysts goldman resumed common shares fmc stock neutral combined 12-month price target 81 .
41,they buy,average analysts currently moderate buy recommendation mean rating 4.33. comparison average recommendation month ago strong buy average rating 4.50. similarly average rating observed 2 months ago strong buy mean numerical rating 4.50 average rating observed 3 months ago strong buy mean numerical rating 4.50 .
42,they sell,zacks investment research sales averages average based survey sell-side research analysts cover fmc .
43,they sell,"fmc news vp andrea e. utecht sold 30,464 shares business stock transaction friday february 15th ."
44,they sell,"stock sold average price 84.39 total transaction 2,570,856.96 ."
45,they sell,"also director robert c. pallash sold 6,992 shares business stock transaction wednesday february 20th ."
46,they sell,"stock sold average price 87.28 total value 610,261.76 ."
47,they sell,"last quarter insiders sold 131,880 shares company stock worth 11,144,839 ."
48,they sell,number institutional investors hedge funds recently bought sold shares business .
49,they buy,"starr international co. inc. bought new stake fmc first quarter worth approximately 135,000 ."
50,they sell,zacks investment research raised shares fmc sell rating hold rating report wednesday february 13th .
51,they buy,keycorp reduced price target shares fmc 105.00 95.00 set overweight rating company report friday april 12th .
52,they buy,citigroup set 94.00 price target shares fmc gave company buy rating report thursday february 14th .
53,they buy,nomura increased price target shares fmc 90.00 93.00 gave company buy rating report wednesday february 13th .
54,they buy,finally valuengine raised shares fmc hold rating buy rating report friday march 1st .
55,they buy,three research analysts rated stock hold rating eleven assigned buy rating stock .
56,they buy,company currently average rating buy average target price 97.00 .
57,they sell,"related news ceo pierre r. brondeau sold 94,424 shares stock transaction dated friday february 15th ."
58,they sell,"shares sold average price 84.34 total transaction 7,963,720.16 ."
59,they sell,"also director robert c. pallash sold 6,992 shares stock transaction dated wednesday february 20th ."
60,they sell,"stock sold average price 87.28 total transaction 610,261.76 ."
61,they sell,"insiders sold total 131,880 shares company stock valued 11,144,839 last quarter ."
62,they sell,"related news vp andrea e. utecht sold 30,464 shares fmc stock transaction friday february 15th ."
63,they sell,"stock sold average price 84.39 total transaction 2,570,856.96 ."
64,they sell,"also ceo pierre r. brondeau sold 94,424 shares fmc stock transaction friday february 15th ."
65,they sell,"shares sold average price 84.34 total value 7,963,720.16 ."
66,they sell,"insiders sold 131,880 shares company stock valued 11,144,839 last three months ."
67,they buy,valuengine upgraded fmc hold rating buy rating research report friday march 1st .
68,they buy,loop capital reduced price target fmc 118.00 101.00 set buy rating company research report sunday march 3rd .
69,they buy,stephens set 95.00 price target fmc gave company buy rating research report thursday february 28th .
70,they sell,finally zacks investment research cut fmc hold rating sell rating research report monday february 4th .
71,they buy,three equities research analysts rated stock hold rating eleven given buy rating stock .
72,they buy,company presently consensus rating buy consensus target price 97.00 .
73,they sell,"vanguard admira/s p 500 gr ix fd et bmv voog shares sold private capital group llc menta capital llc sells 13,182 shares mellanox technologies ltd. mlnx starr international co. inc. purchased new stake shares fmc corp nyse fmc 1st quarter according recent form 13f filing sec ."
74,they buy,cigna investments inc. new increased stake shares fmc 3.6 4th quarter .
75,they buy,securian asset management inc increased stake shares fmc 1.3 1st quarter .
76,they buy,hanseatic management services inc. increased stake shares fmc 52.1 4th quarter .
77,they buy,finally daiwa securities group inc. increased stake shares fmc 4.1 4th quarter .
78,they sell,"fmc news director robert c. pallash sold 6,992 shares stock transaction wednesday february 20th ."
79,they sell,"stock sold average price 87.28 total value 610,261.76 ."
80,they sell,"also vp andrea e. utecht sold 30,464 shares stock transaction friday february 15th ."
81,they sell,"stock sold average price 84.39 total value 2,570,856.96 ."
82,they sell,"insiders sold total 131,880 shares company stock valued 11,144,839 last quarter ."
83,they buy,stephens set 95.00 price objective fmc gave stock buy rating research note thursday february 28th .
84,they buy,valuengine upgraded fmc hold rating buy rating research note friday march 1st .
85,they sell,zacks investment research upgraded fmc sell rating hold rating research note wednesday february 13th .
86,they buy,loop capital set 102.00 price objective fmc gave stock buy rating research note friday april 12th .
87,they buy,finally keycorp reduced price objective fmc 112.00 105.00 set buy rating company research note thursday february 14th .
88,they buy,three research analysts rated stock hold rating eleven assigned buy rating company stock .
89,they buy,stock average rating buy average price target 97.00 .
90,they sell,"vanguard admira/s p 500 gr ix fd et bmv voog shares sold private capital group llc menta capital llc sells 13,182 shares mellanox technologies ltd. mlnx zpr investment management decreased stake f c corp fmc 31.78 based latest 2018q4 regulatory filing sec ."
91,they sell,"zpr investment management sold 7,075 shares company stock declined 5.07 stock markets rallied ."
92,they buy,1.17b intrepid capital management inc increased stake apple inc com aapl 18.44 based latest 2018q4 regulatory filing sec .
93,they buy,"intrepid capital management inc bought 3,145 shares company stock declined 2.81 stock markets rallied ."
94,they buy,historical aapl news 01/05/2018 apple massive cash pile shrank 17.9b 267.2b last quarter 02/04/2018 tictoc bloomberg initiative comes part larger strategy make apple devices including 14/03/2018 rise global popularity digital wallets mobile payment apps giving consumers secure options 11/04/2018 phone scoop jury says apple owes virnetx 503m patents virnetx another courtroom victory apple time 23/05/2018 apple offering 50 credit out-of-warranty iphone battery 21/05/2018 express uk amazon echo rival apple could planning launch much cheaper homepod 09/05/2018 apple said plan selling video subscriptions tv app 07/05/2018 apple opens record high 19/03/2018 startup affirm creates apple pay credit card without plastic 04/04/2018 china strikes back duties u.s. soybeans planes markets drop investors sentiment increased 0.97 2018 q4 .
95,they sell,positive 82 investors sold aapl shares 860 reduced holdings .
96,they buy,moreover cap counsel limited liability company new york 0.39 invested apple inc. nasdaq aapl .
97,they buy,contravisory inv inc owns 0.04 invested apple inc. nasdaq aapl 614 shares .
98,they buy,investors sentiment increased 1.02 q4 2018.
99,they sell,improved 48 investors sold fmc shares 138 reduced holdings .
100,they buy,"4,983 reported suntrust banks inc. harvey partners ltd liability com invested 7.25 fmc corporation nyse fmc ."
101,they buy,"utd automobile association invested 43,330 shares ."
102,they buy,asset management one ltd invested 0.04 portfolio fmc corporation nyse fmc .
103,they buy,massachusetts fincl svcs co invested 1.21 million shares .
104,they buy,"also increased holding sb finl group inc nasdaq sbfg 21,170 shares quarter total 60,770 shares risen stake zebra technologies corp nasdaq zbra ."
105,they buy,notable recent fmc corporation nyse fmc news published seekingalpha.com released fmc hikes dividend sets 1b stock buyback outlines five-year strategic plan seeking alpha december 03 2018 also seekingalpha.com article fmc value opportunity seeking alpha published january 10 2019 fool.com published fmc corporation buy motley fool august 20 2018. interesting news fmc corporation nyse fmc released 247wallst.com article top analyst upgrades downgrades aep cvs ecolab entergy microsoft morgan stanley pepsico snap yelp 24/7 wall st. published april 18 2019 well prnewswire.com news article titled fmc corporation andrew sandifer speak bmo 14th annual farm market conference prnewswire publication date april 17 2019 .
106,they sell,"eulav asset management sold 11,500 shares company stock declined 5.07 stock markets rallied ."
107,they sell,dived 68 investors sold rht shares 219 reduced holdings .
108,they buy,"fjarde ap invested 0.13 41,806 shares ."
109,they buy,"symphony asset management invested 9,607 shares 0.5 stock ."
110,they buy,minnesota-based thrivent financial lutherans invested 0.72 red hat inc. nyse rht .
111,they buy,moreover cubist systematic strategies ltd liability com 0.08 invested red hat inc. nyse rht .
112,they buy,cibc invested 0.17 portfolio red hat inc. nyse rht .
113,they buy,"adage capital ptnrs group limited liability corp invested 0.1 196,900 shares ."
114,they buy,"moreover northwestern mutual wealth mgmt company 0 invested red hat inc. nyse rht 1,149 shares ."
115,they buy,"stock traders bought 2,055 call options stock ."
116,they sell,"fmc news director robert c. pallash sold 6,992 shares business stock transaction wednesday february 20th ."
117,they sell,"stock sold average price 87.28 total value 610,261.76 ."
118,they sell,"also ceo pierre r. brondeau sold 94,424 shares business stock transaction friday february 15th ."
119,they sell,"stock sold average price 84.34 total value 7,963,720.16 ."
120,they sell,"insiders sold 131,880 shares company stock worth 11,144,839 last three months ."
121,they sell,number institutional investors recently bought sold shares fmc .
122,they buy,boston partners increased position fmc 40.9 fourth quarter .
123,they buy,millennium management llc increased position fmc 548.6 fourth quarter .
124,they buy,jefferies financial group restated buy rating issued 112.00 price target previously 108.00 shares fmc research note thursday march 21st .
125,they buy,loop capital decreased price target fmc 118.00 101.00 set buy rating company research note sunday march 3rd .
126,they buy,keycorp decreased price target fmc 112.00 105.00 set buy rating company research note thursday february 14th .
127,they buy,stephens set 95.00 price target fmc gave stock buy rating research note thursday february 28th .
128,they buy,three analysts rated stock hold rating eleven assigned buy rating stock .
129,they buy,stock consensus rating buy consensus target price 97.00 .
130,they buy,brightcove bcov lifted buy zacks investment research investors buy large volume put options canadian pacific railway cp fmc corp nyse fmc saw unusually large options trading activity wednesday .
131,they sell,"news ceo pierre r. brondeau sold 94,424 shares firm stock transaction dated friday february 15th ."
132,they sell,"shares sold average price 84.34 total value 7,963,720.16 ."
133,they sell,"also director robert c. pallash sold 6,992 shares firm stock transaction dated wednesday february 20th ."
134,they sell,"stock sold average price 87.28 total transaction 610,261.76 ."
135,they sell,"last 90 days insiders sold 131,880 shares company stock worth 11,144,839 ."
136,they buy,jefferies financial group restated buy rating issued 112.00 price target 108.00 shares fmc research report thursday march 21st .
137,they buy,nomura raised price target shares fmc 90.00 93.00 gave stock buy rating research report wednesday february 13th .
138,they buy,keycorp reduced price target shares fmc 105.00 95.00 set overweight rating stock research report friday april 12th .
139,they buy,valuengine upgraded shares fmc hold rating buy rating research report friday march 1st .
140,they sell,finally zacks investment research upgraded shares fmc sell rating hold rating research report wednesday february 13th .
141,they buy,three investment analysts rated stock hold rating eleven given buy rating company .
142,they buy,company currently consensus rating buy consensus target price 97.00 .
143,they buy,decline mean best stock buy right shares seem active trading volume day reported 721183 contracts far session .
144,they buy,analysts rbc capital mkts lowered recommendation shares fmc outperform sector perform opinion released april 18. jefferies analysts handed buy recommendation fmc corporation nyse fmc stock lifted target price shares flash note issued investors march 21. target price raised 108 112 .
145,they sell,analysts rate stock buy strong buy rated sell .
146,they sell,16 analysts rated fmc corporation nyse fmc buy strong buy single analyst advised investors desist purchasing stock sell already company stock .
147,they buy,fn sky adsbygoogle window.adsbygoogle .push posted mary kom may 2nd 2019 fmc corp nyse fmc investment analysts seaport global securities increased q2 2019 earnings per share eps estimates shares fmc research report issued clients investors monday april 15th zacks investment research reports .
148,they sell,zacks investment research downgraded fmc hold rating sell rating report thursday january 3rd .
149,they buy,credit suisse group reiterated buy rating set 114.00 price target shares fmc report friday february 1st .
150,they buy,nomura increased price objective fmc 90.00 93.00 gave company buy rating research report wednesday february 13th .
151,they buy,citigroup set 94.00 price objective fmc gave company buy rating research report thursday february 14th .
152,they buy,finally keycorp reduced price objective fmc 112.00 105.00 set buy rating company research report thursday february 14th .
153,they buy,three equities research analysts rated stock hold rating eleven issued buy rating company stock .
154,they buy,fmc average rating buy average price target 97.00 .
155,they buy,hanseatic management services inc. increased stake shares fmc 52.1 fourth quarter .
156,they buy,finally daiwa securities group inc. increased stake shares fmc 4.1 fourth quarter .
157,they sell,"fmc news vp andrea e. utecht sold 30,464 shares fmc stock transaction friday february 15th ."
158,they sell,"stock sold average price 84.39 total transaction 2,570,856.96 ."
159,they sell,"also ceo pierre r. brondeau sold 94,424 shares fmc stock transaction friday february 15th ."
160,they sell,"shares sold average price 84.34 total value 7,963,720.16 ."
161,they sell,"last ninety days insiders sold 131,880 shares company stock valued 11,144,839 ."
162,they buy,destination maternity nasdaq dest releases quarterly earnings results square sq downgraded buy valuengine zpr investment management decreased stake f c corp fmc 31.78 based latest 2018q4 regulatory filing sec .
163,they sell,"zpr investment management sold 7,075 shares company stock declined 5.07 stock markets rallied ."
164,they buy,"also increased holding generac hldgs inc nyse gnrc 8,973 shares quarter total 34,448 shares risen stake americas car mart inc nasdaq crmt ."
165,they buy,investors sentiment increased 1.02 q4 2018.
166,they sell,improved 48 investors sold fmc shares 138 reduced holdings .
167,they buy,"ls investment advsr ltd liability com invested 0.03 5,048 shares ."
168,they buy,"moreover axa 0 invested fmc corporation nyse fmc 10,780 shares ."
169,they buy,"brandywine glob invest mgmt ltd 0.05 invested fmc corporation nyse fmc 86,223 shares ."
170,they buy,harvey partners ltd invested 7.25 fmc corporation nyse fmc .
171,they buy,corecommodity mgmt limited liability company invested 1.48 fmc corporation nyse fmc .
172,they buy,"since december 20 2018 1 buy 0 selling transactions 251,650 activity ."
173,they buy,keycorp overweight rating 95.00 price objective stock .
174,they buy,loop capital decreased price objective fmc 118.00 101.00 set buy rating stock report sunday march 3rd .
175,they buy,valuengine upgraded fmc hold rating buy rating report friday march 1st .
176,they buy,stephens set 95.00 target price fmc gave stock buy rating research report thursday february 28th .
177,they buy,citigroup set 94.00 target price fmc gave stock buy rating research report thursday february 14th .
178,they buy,finally nomura increased target price fmc 90.00 93.00 gave stock buy rating research report wednesday february 13th .
179,they buy,three investment analysts rated stock hold rating eleven given buy rating company .
180,they buy,stock currently consensus rating buy average target price 97.00 .
181,they sell,"fmc news director robert c. pallash sold 6,992 shares firm stock transaction dated wednesday february 20th ."
182,they sell,"stock sold average price 87.28 total value 610,261.76 ."
183,they sell,"also ceo pierre r. brondeau sold 94,424 shares firm stock transaction dated friday february 15th ."
184,they sell,"shares sold average price 84.34 total value 7,963,720.16 ."
185,they sell,"insiders sold total 131,880 shares company stock worth 11,144,839 last ninety days ."
186,they buy,moors cabot inc. increased position shares fmc 96.5 first quarter .
187,they buy,alps advisors inc. increased position shares fmc 82.5 first quarter .
188,they buy,rice hall james associates llc increased position shares fmc 30.8 first quarter .
189,they buy,keeley teton advisors llc increased position shares fmc 7.7 first quarter .
190,they buy,finally pendal group ltd increased position shares fmc 20.6 first quarter .
191,they buy,fmc increased dividend average 0.8 per year last three years .
192,they sell,zacks investment research cut fmc hold rating sell rating report thursday january 3rd .
193,they buy,nomura boosted target price fmc 90.00 93.00 gave company buy rating research report wednesday february 13th .
194,they buy,finally keycorp cut target price fmc 105.00 95.00 set overweight rating stock research report friday april 12th .
195,they buy,three research analysts rated stock hold rating eleven given buy rating stock .
196,they buy,company presently consensus rating buy consensus target price 97.00 .
197,they sell,"news director robert c. pallash sold 6,992 shares company stock transaction wednesday february 20th ."
198,they sell,"stock sold average price 87.28 total transaction 610,261.76 ."
199,they sell,"also ceo pierre r. brondeau sold 94,424 shares company stock transaction friday february 15th ."
200,they sell,"stock sold average price 84.34 total value 7,963,720.16 ."
201,they sell,"last three months insiders sold 131,880 shares company stock worth 11,144,839 ."
202,they buy,us stocks post meager profits hits new high iteris iti versus competition critical comparison moody lynn lieberson llc bought new position shares fmc corp nyse fmc first quarter according company recent form 13f filing securities exchange commission .
203,they buy,"firm bought 24,696 shares basic materials company stock valued approximately 1,897,000 ."
204,they buy,jefferies financial group reaffirmed buy rating issued 112.00 price objective previously 108.00 shares fmc research report thursday march 21st .
205,they buy,nomura lifted price objective shares fmc 90.00 93.00 gave stock buy rating research report wednesday february 13th .
206,they buy,keycorp lowered price objective shares fmc 105.00 95.00 set overweight rating stock research report friday april 12th .
207,they buy,valuengine raised shares fmc hold rating buy rating research report friday march 1st .
208,they sell,finally zacks investment research raised shares fmc sell rating hold rating research report wednesday february 13th .
209,they buy,three analysts rated stock hold rating eleven issued buy rating stock .
