,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"5,417,000","5,451,000","5,426,000","5,346,000"
2,Cost of Revenue,"3,876,000","3,931,000","3,919,000","3,901,000"
3,Gross Profit,"1,541,000","1,520,000","1,507,000","1,445,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"97,000","96,000","94,000","104,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"4,681,000","4,751,000","4,721,000","4,692,000"
10,Operating Income or Loss,"736,000","700,000","705,000","654,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-85,000","111,000","-131,000","101,000"
13,Earnings Before Interest and Taxes,"736,000","700,000","705,000","654,000"
14,Interest Expense,"-167,000","-154,000","-227,000","-207,000"
15,Income Before Tax,"651,000","811,000","574,000","755,000"
16,Income Tax Expense,"80,000","40,000","9,000","14,000"
17,Minority Interest,"196,000","204,000","183,000","257,000"
18,Net Income From Continuing Ops,"571,000","771,000","565,000","741,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"564,000","762,000","558,000","732,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"564,000","762,000","558,000","732,000"
