,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"55,838,000","40,653,000","27,638,000","17,928,000"
2,Cost of Revenue,"9,355,000","5,454,000","3,789,000","2,867,000"
3,Gross Profit,"46,483,000","35,199,000","23,849,000","15,061,000"
4,Operating Expenses,,,,
5,Research Development,"10,273,000","7,754,000","5,919,000","4,816,000"
6,Selling General and Administrative,"11,297,000","7,242,000","5,503,000","4,020,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"30,925,000","20,450,000","15,211,000","11,703,000"
10,Operating Income or Loss,"24,913,000","20,203,000","12,427,000","6,225,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"244,000","391,000","91,000","-31,000"
13,Earnings Before Interest and Taxes,"24,913,000","20,203,000","12,427,000","6,225,000"
14,Interest Expense,"-9,000","-6,000","-10,000","-23,000"
15,Income Before Tax,"25,361,000","20,594,000","12,518,000","6,194,000"
16,Income Tax Expense,"3,249,000","4,660,000","2,301,000","2,506,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"22,112,000","15,934,000","10,217,000","3,688,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"22,112,000","15,934,000","10,217,000","3,688,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"22,111,000","15,920,000","10,188,000","3,669,000"
