,0,1,2,3,4
0,Revenue,6/30/2018,6/30/2017,6/30/2016,6/30/2015
1,Total Revenue,"110,360,000","96,571,000","91,154,000","93,580,000"
2,Cost of Revenue,"38,353,000","33,850,000","32,780,000","33,038,000"
3,Gross Profit,"72,007,000","62,721,000","58,374,000","60,542,000"
4,Operating Expenses,,,,
5,Research Development,"14,726,000","12,292,000","11,988,000","12,046,000"
6,Selling General and Administrative,"22,223,000","18,807,000","19,198,000","20,324,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"75,302,000","64,949,000","63,966,000","65,408,000"
10,Operating Income or Loss,"35,058,000","31,622,000","27,188,000","28,172,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"1,416,000","-1,721,000","-1,549,000","-9,665,000"
13,Earnings Before Interest and Taxes,"35,058,000","31,622,000","27,188,000","28,172,000"
14,Interest Expense,"-2,733,000","-2,222,000","-1,243,000","-781,000"
15,Income Before Tax,"36,474,000","29,901,000","25,639,000","18,507,000"
16,Income Tax Expense,"19,903,000","4,412,000","5,100,000","6,314,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"16,571,000","25,489,000","20,539,000","12,193,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"16,571,000","25,489,000","20,539,000","12,193,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"16,571,000","25,489,000","20,539,000","12,193,000"
