,assoc,values
0,they buy,valuengine upgraded shares genuine parts hold rating buy rating research report tuesday february 19th .
1,they buy,zacks investment research downgraded shares genuine parts buy rating hold rating report tuesday february 12th .
2,they buy,six analysts rated stock hold rating one issued buy rating stock .
3,they sell,"jane street group llc sold 55,261 shares company stock rose 4.46 market ."
4,they buy,earnings outlook 16/05/2018 genuine parts staples offer superior proposal likeliy lead superior one 16/05/2018 staples reviewed genuine parts deal sent another letter essendant april 29 17/05/2018 essendant plan structured triggered merger agreement genuine parts notable recent lennar corporation nyse len news published investorplace.com released 7 reasons buy housing stocks 2019 investorplace.com march 26 2019 also seekingalpha.com article stocks watch apple makes video-streaming move seeking alpha published march 23 2019 investorplace.com published 3 big stock charts tuesday juniper networks lennar franklin resources investorplace.com march 26 2019. interesting news lennar corporation nyse len released foxbusiness.com article stock market today centene wellcare health insurance megamerger fox business published march 27 2019 well livetradingnews.com news article titled streetâ€™s key stock analysts research reports live trading news publication date april 08 2019 .
5,they buy,"also increased holding ishares tr iyh 4,032 shares quarter total 5,032 shares risen stake moodys corp nyse mco ."
6,they buy,finally parallel advisors llc increased position genuine parts 122.0 fourth quarter .
7,they buy,valuengine raised genuine parts hold rating buy rating report tuesday february 19th .
8,they buy,zacks investment research upgraded shares genuine parts hold rating buy rating set 104.00 price target company research note friday january 4th .
9,they buy,six analysts rated stock hold rating one issued buy rating company .
10,they sell,sell-side analysts predict genuine parts post 5.94 eps current year .
11,they sell,"schwartz investment counsel inc sold 10,000 shares company stock rose 4.46 market ."
12,they sell,"brown capital management llc sold 924,803 shares company stock rose 29.75 market ."
13,they buy,"also increased holding kar auction svcs inc nyse kar 25,000 shares quarter total 75,000 shares risen stake mastercard inc nyse ."
14,they buy,investors sentiment increased 1.09 q4 2018.
15,they sell,improved 30 investors sold gpc shares 199 reduced holdings .
16,they buy,johnson fin gru 0.02 invested genuine parts company nyse gpc .
17,they buy,tiaa cref investment mngmt ltd co invested 0.01 genuine parts company nyse gpc .
18,they buy,moreover ipswich inv mngmt 0.02 invested genuine parts company nyse gpc 500 shares .
19,they buy,cibc world markets invested 0 portfolio genuine parts company nyse gpc .
20,they buy,"bnp paribas arbitrage invested 272,769 shares 0 stock ."
21,they buy,kistler invested 0.03 genuine parts company nyse gpc .
22,they buy,investors sentiment increased 1.04 2018 q4 .
23,they sell,positive 23 investors sold egov shares 57 reduced holdings .
24,they buy,signaturefd ltd llc invested 0 nic inc. nasdaq egov .
25,they buy,fuller thaler asset mgmt inc invested 0 nic inc. nasdaq egov .
26,they buy,moreover advisory network limited liability company 0 invested nic inc. nasdaq egov 194 shares .
27,they sell,several hedge funds institutional investors also recently bought sold shares business .
28,they buy,zacks investment research lowered genuine parts buy rating hold rating research note tuesday february 12th .
29,they buy,finally valuengine raised shares genuine parts hold rating buy rating research note tuesday february 19th .
30,they buy,six equities research analysts rated stock hold rating one assigned buy rating company .
31,they buy,"clarfeld financial advisors llc bought new stake shares genuine parts 4th quarter worth approximately 26,000 ."
32,they buy,"essex savings bank bought new position genuine parts 4th quarter worth 27,000 ."
