,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"60,828,000","62,346,000","67,702,000","81,201,000"
2,Cost of Revenue,"57,322,000","58,727,000","63,736,000","76,433,000"
3,Gross Profit,"3,506,000","3,619,000","3,966,000","4,768,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,983,000","1,974,000","1,980,000","1,907,000"
7,Non Recurring,-,-,-,-
8,Others,"10,000","6,000","5,000","5,000"
9,Total Operating Expenses,"59,315,000","60,707,000","65,721,000","78,366,000"
10,Operating Income or Loss,"1,513,000","1,639,000","1,981,000","2,835,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"96,000","183,000","303,000","295,000"
13,Earnings Before Interest and Taxes,"1,513,000","1,639,000","1,981,000","2,835,000"
14,Interest Expense,"-330,000","-293,000","-308,000","-337,000"
15,Income Before Tax,"1,609,000","1,822,000","2,284,000","3,130,000"
16,Income Tax Expense,"7,000","534,000","438,000","877,000"
17,Minority Interest,"62,000","32,000","16,000","55,000"
18,Net Income From Continuing Ops,"1,602,000","1,288,000","1,846,000","2,253,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,595,000","1,279,000","1,849,000","2,248,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,595,000","1,279,000","1,849,000","2,248,000"
