,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"1,473,302","1,395,044","1,329,699","1,216,268"
2,Cost of Revenue,"416,590","407,111","390,768","365,922"
3,Gross Profit,"1,056,712","987,933","938,931","850,346"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"53,451","41,385","40,751","40,090"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"949,925","917,377","873,201","859,435"
10,Operating Income or Loss,"523,377","477,667","456,498","356,833"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-109,778","-19,624","-18,088","-108,594"
13,Earnings Before Interest and Taxes,"523,377","477,667","456,498","356,833"
14,Interest Expense,"-220,492","-222,894","-219,654","-204,827"
15,Income Before Tax,"413,599","458,043","438,410","248,239"
16,Income Tax Expense,-,-,-,-
17,Minority Interest,"162,246","158,625","144,743","144,742"
18,Net Income From Continuing Ops,"413,599","458,043","438,410","248,239"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"390,153","433,059","414,979","232,120"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"390,153","433,059","411,124","226,865"
