,0,1,2,3,4
0,Revenue,6/30/2018,6/30/2017,6/30/2016,6/30/2015
1,Total Revenue,"4,036,701","3,480,014","2,984,493","2,814,049"
2,Cost of Revenue,"1,447,369","1,287,547","1,159,791","1,207,229"
3,Gross Profit,"2,589,332","2,192,467","1,824,702","1,606,820"
4,Operating Expenses,,,,
5,Research Development,"608,712","526,870","479,658","519,516"
6,Selling General and Administrative,"443,426","389,336","375,699","394,364"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,499,507","2,203,753","2,015,148","2,121,109"
10,Operating Income or Loss,"1,537,194","1,276,261","969,345","692,940"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-81,263","-103,015","-111,153","-258,809"
13,Earnings Before Interest and Taxes,"1,537,194","1,276,261","969,345","692,940"
14,Interest Expense,"-114,376","-122,476","-122,887","-106,009"
15,Income Before Tax,"1,455,931","1,173,246","858,192","434,131"
16,Income Tax Expense,"653,666","247,170","153,770","67,973"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"802,265","926,076","704,422","366,158"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"802,265","926,076","704,422","366,158"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"802,265","926,076","704,422","366,158"
