,0,1
0,Market Cap (intraday) 5,35.79B
1,Enterprise Value 3,38.24B
2,Trailing P/E ,14.64
3,Forward P/E 1,11.55
4,PEG Ratio (5 yr expected) 1,0.76
5,Price/Sales (ttm),1.18
6,Price/Book (mrq),1.56
7,Enterprise Value/Revenue 3,1.26
8,Enterprise Value/EBITDA 6,9.29
,0,1
0,Fiscal Year Ends ,"Dec 31, 2018"
1,Most Recent Quarter (mrq),"Dec 31, 2018"
,0,1
0,Profit Margin ,8.33%
1,Operating Margin (ttm),10.94%
,0,1
0,Return on Assets (ttm),1.99%
1,Return on Equity (ttm),10.82%
,0,1
0,Revenue (ttm),30.28B
1,Revenue Per Share (ttm),113.25
2,Quarterly Revenue Growth (yoy),4.60%
3,Gross Profit (ttm),7.61B
4,EBITDA ,4.12B
5,Net Income Avi to Common (ttm),2.5B
6,Diluted EPS (ttm),9.28
7,Quarterly Earnings Growth (yoy),12.70%
,0,1
0,Total Cash (mrq),4.36B
1,Total Cash Per Share (mrq),16.55
2,Total Debt (mrq),6.56B
3,Total Debt/Equity (mrq),28.67
4,Current Ratio (mrq),0.39
5,Book Value Per Share (mrq),86.85
,0,1
0,Operating Cash Flow (ttm),4.38B
1,Levered Free Cash Flow (ttm),10.7B
,0,1
0,Beta (3Y Monthly) ,0.97
1,52-Week Change 3,-0.60%
2,S&P500 52-Week Change 3,10.70%
3,52 Week High 3,139.26
4,52 Week Low 3,111.08
5,50-Day Moving Average 3,133.56
6,200-Day Moving Average 3,127.19
,0,1
0,Avg Vol (3 month) 3,1.41M
1,Avg Vol (10 day) 3,1.21M
2,Shares Outstanding 5,263.39M
3,Float ,256.51M
4,% Held by Insiders 1,0.47%
5,% Held by Institutions 1,81.75%
6,"Shares Short (Mar 15, 2019) 4",3.67M
7,"Short Ratio (Mar 15, 2019) 4",2.62
8,"Short % of Float (Mar 15, 2019) 4",1.36%
9,"Short % of Shares Outstanding (Mar 15, 2019) 4",1.39%
10,"Shares Short (prior month Feb 15, 2019) 4",3.1M
,0,1
0,Forward Annual Dividend Rate 4,3.08
1,Forward Annual Dividend Yield 4,2.25%
2,Trailing Annual Dividend Rate 3,3.03
3,Trailing Annual Dividend Yield 3,2.22%
4,5 Year Average Dividend Yield 4,2.18
5,Payout Ratio 4,32.65%
6,Dividend Date 3,"Mar 29, 2019"
7,Ex-Dividend Date 4,"Mar 8, 2019"
8,Last Split Factor (new per old) 2,1/2
9,Last Split Date 3,"May 12, 1998"
