,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"5,129,000","3,526,000","2,856,000","2,741,000"
2,Cost of Revenue,"1,427,000","900,000","733,000","775,000"
3,Gross Profit,"3,702,000","2,626,000","2,123,000","1,966,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"894,000","701,000","634,000","659,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,611,000","1,769,000","1,506,000","1,557,000"
10,Operating Income or Loss,"2,518,000","1,757,000","1,350,000","1,184,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"318,000","-573,000","-95,000","-96,000"
13,Earnings Before Interest and Taxes,"2,518,000","1,757,000","1,350,000","1,184,000"
14,Interest Expense,"-288,000","-234,000","-167,000","-115,000"
15,Income Before Tax,"2,836,000","1,184,000","1,255,000","1,088,000"
16,Income Tax Expense,"1,464,000","404,000","396,000","335,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"1,372,000","780,000","859,000","753,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,372,000","780,000","859,000","753,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,372,000","780,000","859,000","753,000"
