,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"23,995,000","20,620,000","15,887,000","23,633,000"
2,Cost of Revenue,"21,009,000","18,343,000","15,017,000","21,113,000"
3,Gross Profit,"2,986,000","2,277,000","870,000","2,520,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"254,000","256,000","226,000","200,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"21,263,000","18,599,000","15,243,000","21,313,000"
10,Operating Income or Loss,"2,732,000","2,021,000","644,000","2,320,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-918,000","-1,339,000","-8,269,000","-3,256,000"
13,Earnings Before Interest and Taxes,"2,732,000","2,021,000","644,000","2,320,000"
14,Interest Expense,"-598,000","-601,000","-657,000","-463,000"
15,Income Before Tax,"1,814,000","682,000","-7,625,000","-936,000"
16,Income Tax Expense,"157,000","1,131,000","-1,858,000","-274,000"
17,Minority Interest,"22,000","27,000","39,000","33,000"
18,Net Income From Continuing Ops,"1,657,000","-449,000","-5,767,000","-662,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,"-19,000","-2,000","-5,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,656,000","-463,000","-5,763,000","-671,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,656,000","-463,000","-5,763,000","-671,000"
