,assoc,values
0,they sell,"holowesko partners ltd sold 707,000 shares company stock rose 35.13 market ."
1,they buy,stock increased 0.20 0.06 last trading session reaching 30.05 .
2,they sell,"historical jd news 15/05/2018 jd.com invests us 306m esr 29/05/2018 jd.com tests l4 autonomous truck us sources say 16/04/2018 jd.com- various margins calculated financial information reported financial statements accurate 18/04/2018 tencent jd.com invest leshi smart-tv unit 24/04/2018 johnson controls jd.com pact 09/05/2018 shandong delisi food 002330.sz says signs strategic agreement jd.com sell products jd e-commerce platform 16/03/2018 china jd.com jd.o finance unit looking raise 1.9 bln could value 20 bln 18/04/2018 leshi 300104.sz says tianjin unit receives investments investors companies related jd.com suning tcl 30/05/2018 hedge tencent sell jd.com ideas sohn hong kong 22/05/2018 professor dingbo xu joins jd.com board directors holowesko partners ltd manages 4.09 billion 1.20 billion us long portfolio upped stake alphabet inc 21,850 shares 60,350 shares valued 63.06 million 2018q4 according filing ."
3,they buy,"also increased holding baidu inc nasdaq bidu 143,200 shares quarter total 232,200 shares risen stake wells fargo co new nyse wfc ."
4,they buy,"also increased holding ameriprise financial nyse amp 100,433 shares quarter total 1.12 million shares risen stake cdn natural res nyse cnq ."
5,they buy,stock increased 0.20 0.06 last trading session reaching 30.05 .
6,they buy,notable recent alphabet inc. nasdaq goog news published benzinga.com released alphabet shares fall q1 sales miss nasdaq goog nasdaq googl benzinga april 29 2019 also finance.yahoo.com article close look alphabet inc.â€™s nasdaq goog.l 16 roce yahoo finance published may 02 2019 seekingalpha.com published alphabet q1 disappointment alphabet inc. nasdaq goog seeking alpha may 01 2019. interesting news alphabet inc. nasdaq goog released nasdaq.com article better buy facebook vs. google nasdaq published may 04 2019 well seekingalpha.com news article titled analysts puzzled alphabet earnings seeking alpha publication date april 30 2019 .
7,they sell,among 9 analysts covering jd.com nasdaq jd 5 buy rating 0 sell 4 hold .
8,they buy,benchmark maintained stock buy rating friday march 1 report .
9,they buy,stock jd.com inc. nasdaq jd earned buy rating daiwa securities friday march 1. stock neutral rating ubs thursday january 31. rating maintained citigroup friday march 1 buy .
10,they buy,notable recent jd.com inc. nasdaq jd news published nasdaq.com released jd.com inc. jd outpaces stock market gains know nasdaq april 30 2019 also nasdaq.com article investors buy jd.com stock weakness nasdaq published may 03 2019 nasdaq.com published moving average crossover alert jd.com nasdaq april 12 2019. interesting news jd.com inc. nasdaq jd released seekingalpha.com article jd.com may continue rally following quarterly results seeking alpha published april 30 2019 well nasdaq.com news article titled jd.com jd stock outpacing retail-wholesale peers year nasdaq publication date april 29 2019 .
11,they sell,"iconiq capital llc sold 15,430 shares company stock rose 35.13 market ."
12,they buy,stock increased 0.20 0.06 last trading session reaching 30.05 .
13,they buy,120b yuan 124b yuan 24/04/2018 leshi internet signs strategic pact jd.com unit 08/05/2018 jd.com misses profit estimates costs rising sharply bnp paribas investment partners sa increased stake quest diagnostics inc dgx 53.07 based latest 2018q4 regulatory filing sec .
14,they buy,"bnp paribas investment partners sa bought 26,581 shares company stock declined 11.57 stock markets rallied ."
15,they buy,stock increased 0.64 0.63 last trading session reaching 98.79 .
16,they sell,investure llc sold 2.64 million shares company stock rose 35.13 market .
17,they buy,stock increased 0.20 0.06 last trading session reaching 30.05 .
