,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"20,038,000","19,360,000","18,524,000","18,197,000"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"20,038,000","19,360,000","18,524,000","18,197,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"10,212,000","9,522,000","8,938,000","8,538,000"
7,Non Recurring,-,-,-,-
8,Others,"2,134,000","1,554,000","1,382,000","1,465,000"
9,Total Operating Expenses,"12,346,000","11,076,000","10,320,000","10,003,000"
10,Operating Income or Loss,"7,692,000","8,284,000","8,204,000","8,194,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-175,000","-179,000","-174,000","-199,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"7,517,000","8,105,000","8,030,000","7,995,000"
16,Income Tax Expense,"1,264,000","2,161,000","2,097,000","2,087,000"
17,Minority Interest,"626,000","635,000","686,000","689,000"
18,Net Income From Continuing Ops,"6,253,000","5,944,000","5,933,000","5,908,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"6,218,000","5,888,000","5,879,000","5,851,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"5,913,000","5,589,000","5,608,000","5,583,000"
