,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"38,727,000","29,878,000","23,745,000","30,219,000"
2,Cost of Revenue,"19,507,000","17,648,000","15,661,000","19,442,000"
3,Gross Profit,"19,220,000","12,230,000","8,084,000","10,777,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"401,000","496,000","723,000","953,000"
7,Non Recurring,-,-,-,-
8,Others,"1,401,000","1,171,000","1,165,000","1,382,000"
9,Total Operating Expenses,"27,634,000","27,278,000","28,665,000","35,082,000"
10,Operating Income or Loss,"11,093,000","2,600,000","-4,920,000","-4,863,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,120,000","-5,215,000","-610,000","-2,376,000"
13,Earnings Before Interest and Taxes,"11,093,000","2,600,000","-4,920,000","-4,863,000"
14,Interest Expense,"-735,000","-1,098,000","-1,245,000","-920,000"
15,Income Before Tax,"9,973,000","-2,615,000","-5,530,000","-7,239,000"
16,Income Tax Expense,"3,668,000","-1,822,000","-1,971,000","-2,868,000"
17,Minority Interest,"125,000","194,000","252,000","320,000"
18,Net Income From Continuing Ops,"6,305,000","-793,000","-3,559,000","-4,371,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"6,257,000","-855,000","-3,615,000","-4,428,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"6,257,000","-855,000","-3,615,000","-4,428,000"
