,0,1,2,3,4
0,Revenue,6/30/2018,6/30/2017,6/30/2016,6/30/2015
1,Total Revenue,"14,302,392","12,029,312","11,360,753","12,711,744"
2,Cost of Revenue,"10,717,892","9,153,030","8,747,187","9,635,826"
3,Gross Profit,"3,584,500","2,876,282","2,613,566","3,075,918"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,620,339","1,434,254","1,338,309","1,531,858"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"12,338,231","10,587,284","10,085,496","11,167,684"
10,Operating Income or Loss,"1,964,161","1,442,028","1,275,257","1,544,060"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-261,884","-113,387","-160,529","-111,820"
13,Earnings Before Interest and Taxes,"1,964,161","1,442,028","1,275,257","1,544,060"
14,Interest Expense,"-213,873","-162,436","-136,517","-118,406"
15,Income Before Tax,"1,702,277","1,328,641","1,114,728","1,432,240"
16,Income Tax Expense,"640,962","344,797","307,512","419,687"
17,Minority Interest,"5,627","5,697","3,423","3,282"
18,Net Income From Continuing Ops,"1,061,315","983,844","807,216","1,012,553"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,060,801","983,412","806,840","1,012,140"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,060,801","983,412","806,840","1,012,140"
