,0,1
0,Market Cap (intraday) 5,28.47B
1,Enterprise Value 3,38.47B
2,Trailing P/E ,11.63
3,Forward P/E 1,10.54
4,PEG Ratio (5 yr expected) 1,0.86
5,Price/Sales (ttm),3.26
6,Price/Book (mrq),1.30
7,Enterprise Value/Revenue 3,4.41
8,Enterprise Value/EBITDA 6,N/A
,0,1
0,Fiscal Year Ends ,"Dec 31, 2017"
1,Most Recent Quarter (mrq),"Jun 30, 2018"
,0,1
0,Profit Margin ,30.27%
1,Operating Margin (ttm),36.98%
,0,1
0,Return on Assets (ttm),1.28%
1,Return on Equity (ttm),10.87%
,0,1
0,Revenue (ttm),8.73B
1,Revenue Per Share (ttm),18.51
2,Quarterly Revenue Growth (yoy),6.80%
3,Gross Profit (ttm),8.47B
4,EBITDA ,N/A
5,Net Income Avi to Common (ttm),2.53B
6,Diluted EPS (ttm),5.31
7,Quarterly Earnings Growth (yoy),36.70%
,0,1
0,Total Cash (mrq),10.56B
1,Total Cash Per Share (mrq),22.69
2,Total Debt (mrq),17.91B
3,Total Debt/Equity (mrq),N/A
4,Current Ratio (mrq),N/A
5,Book Value Per Share (mrq),47.70
,0,1
0,Operating Cash Flow (ttm),3.16B
1,Levered Free Cash Flow (ttm),N/A
,0,1
0,Beta (3Y Monthly) ,1.48
1,52-Week Change 3,4.20%
2,S&P500 52-Week Change 3,8.19%
3,52 Week High 3,75.08
4,52 Week Low 3,56.30
5,50-Day Moving Average 3,69.76
6,200-Day Moving Average 3,69.35
,0,1
0,Avg Vol (3 month) 3,3.12M
1,Avg Vol (10 day) 3,4.43M
2,Shares Outstanding 5,460.73M
3,Float ,463.47M
4,% Held by Insiders 1,0.35%
5,% Held by Institutions 1,85.85%
6,"Shares Short (Sep 28, 2018) 4",5.23M
7,"Short Ratio (Sep 28, 2018) 4",1.73
8,"Short % of Float (Sep 28, 2018) 4",1.12%
9,"Short % of Shares Outstanding (Sep 28, 2018) 4",1.14%
10,"Shares Short (prior month Aug 31, 2018) 4",8.33M
,0,1
0,Forward Annual Dividend Rate 4,2
1,Forward Annual Dividend Yield 4,3.21%
2,Trailing Annual Dividend Rate 3,1.60
3,Trailing Annual Dividend Yield 3,2.57%
4,5 Year Average Dividend Yield 4,1.90
5,Payout Ratio 4,30.13%
6,Dividend Date 3,"Sep 17, 2018"
7,Ex-Dividend Date 4,"Aug 30, 2018"
8,Last Split Factor (new per old) 2,2/1
9,Last Split Date 3,"May 22, 1996"
