,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"3,187,900","2,996,700","2,685,900","2,536,500"
2,Cost of Revenue,"1,882,400","1,764,300","1,571,700","1,526,700"
3,Gross Profit,"1,305,500","1,232,400","1,114,200","1,009,800"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"743,100","711,900","653,800","610,700"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,625,500","2,476,200","2,225,500","2,137,400"
10,Operating Income or Loss,"562,400","520,500","460,400","399,100"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-4,600",300,"2,100","3,400"
13,Earnings Before Interest and Taxes,"562,400","520,500","460,400","399,100"
14,Interest Expense,"-8,400","-10,100","-7,300","-7,400"
15,Income Before Tax,"557,800","520,800","462,500","402,500"
16,Income Tax Expense,"113,600","224,300","136,000","119,600"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"444,200","296,500","326,500","282,900"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"444,200","296,500","326,500","282,900"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"444,200","296,500","326,500","282,900"
