,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"62,266,000","60,732,000","61,257,000","73,265,000"
2,Cost of Revenue,"45,151,000","42,757,000","40,915,000","47,421,000"
3,Gross Profit,"17,115,000","17,975,000","20,342,000","25,844,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,-,-,-,"361,000"
7,Non Recurring,-,-,-,-
8,Others,"12,319,000","12,346,000","13,546,000","15,425,000"
9,Total Operating Expenses,"57,470,000","55,103,000","54,461,000","63,207,000"
10,Operating Income or Loss,"4,796,000","5,629,000","6,796,000","10,058,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,260,000","-1,348,000","-1,145,000","-1,254,000"
13,Earnings Before Interest and Taxes,"4,796,000","5,629,000","6,796,000","10,058,000"
14,Interest Expense,"-1,087,000","-1,102,000","-1,082,000","-1,165,000"
15,Income Before Tax,"3,536,000","4,281,000","5,651,000","8,804,000"
16,Income Tax Expense,"-1,470,000","693,000","1,590,000","2,465,000"
17,Minority Interest,"194,000","171,000","547,000","606,000"
18,Net Income From Continuing Ops,"5,006,000","3,588,000","4,061,000","6,339,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-986,000","-2,734,000","1,324,000","-3,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"4,010,000","850,000","5,373,000","6,309,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,907,000","747,000","5,215,000","6,187,000"
