,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"14,768,000","14,314,000","13,599,000","13,405,000"
2,Cost of Revenue,"8,604,000","8,306,000","7,908,000","7,888,000"
3,Gross Profit,"6,164,000","6,008,000","5,691,000","5,517,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,371,000","2,403,000","2,403,000","2,417,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"11,164,000","10,915,000","10,535,000","10,536,000"
10,Operating Income or Loss,"3,604,000","3,399,000","3,064,000","2,869,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-210,000","-129,000","-156,000","-150,000"
13,Earnings Before Interest and Taxes,"3,604,000","3,399,000","3,064,000","2,869,000"
14,Interest Expense,"-257,000","-260,000","-237,000","-226,000"
15,Income Before Tax,"3,394,000","3,270,000","2,908,000","2,719,000"
16,Income Tax Expense,"831,000","1,583,000","873,000","820,000"
17,Minority Interest,"4,000","4,000","5,000","4,000"
18,Net Income From Continuing Ops,"2,563,000","1,687,000","2,035,000","1,899,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,563,000","1,687,000","2,035,000","1,899,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,563,000","1,687,000","2,035,000","1,899,000"
