,0,1
0,Market Cap (intraday) 5,284.2B
1,Enterprise Value 3,293.04B
2,Trailing P/E ,14.95
3,Forward P/E 1,9.85
4,PEG Ratio (5 yr expected) 1,0.38
5,Price/Sales (ttm),3.36
6,Price/Book (mrq),1.18
7,Enterprise Value/Revenue 3,3.47
8,Enterprise Value/EBITDA 6,N/A
,0,1
0,Fiscal Year Ends ,"Dec 31, 2017"
1,Most Recent Quarter (mrq),"Jun 30, 2018"
,0,1
0,Profit Margin ,25.43%
1,Operating Margin (ttm),35.97%
,0,1
0,Return on Assets (ttm),0.94%
1,Return on Equity (ttm),8.03%
,0,1
0,Revenue (ttm),84.51B
1,Revenue Per Share (ttm),8.21
2,Quarterly Revenue Growth (yoy),-1.50%
3,Gross Profit (ttm),83.96B
4,EBITDA ,N/A
5,Net Income Avi to Common (ttm),19.99B
6,Diluted EPS (ttm),1.90
7,Quarterly Earnings Growth (yoy),32.90%
,0,1
0,Total Cash (mrq),532.58B
1,Total Cash Per Share (mrq),50.64
2,Total Debt (mrq),499.79B
3,Total Debt/Equity (mrq),N/A
4,Current Ratio (mrq),N/A
5,Book Value Per Share (mrq),24.07
,0,1
0,Operating Cash Flow (ttm),47.58B
1,Levered Free Cash Flow (ttm),N/A
,0,1
0,Beta (3Y Monthly) ,1.69
1,52-Week Change 3,8.08%
2,S&P500 52-Week Change 3,6.68%
3,52 Week High 3,33.05
4,52 Week Low 3,25.81
5,50-Day Moving Average 3,30.39
6,200-Day Moving Average 3,30.10
,0,1
0,Avg Vol (3 month) 3,56.9M
1,Avg Vol (10 day) 3,76.09M
2,Shares Outstanding 5,9.99B
3,Float ,9.78B
4,% Held by Insiders 1,0.08%
5,% Held by Institutions 1,68.97%
6,"Shares Short (Sep 28, 2018) 4",124.3M
7,"Short Ratio (Sep 28, 2018) 4",2.35
8,"Short % of Float (Sep 28, 2018) 4",1.22%
9,"Short % of Shares Outstanding (Sep 28, 2018) 4",1.24%
10,"Shares Short (prior month Aug 31, 2018) 4",125.5M
,0,1
0,Forward Annual Dividend Rate 4,0.6
1,Forward Annual Dividend Yield 4,2.12%
2,Trailing Annual Dividend Rate 3,0.48
3,Trailing Annual Dividend Yield 3,1.69%
4,5 Year Average Dividend Yield 4,1.05
5,Payout Ratio 4,25.00%
6,Dividend Date 3,"Sep 28, 2018"
7,Ex-Dividend Date 4,"Sep 6, 2018"
8,Last Split Factor (new per old) 2,2/1
9,Last Split Date 3,"Aug 30, 2004"
