,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"83,956,000","80,104,000","79,804,000","83,619,000"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"83,956,000","80,104,000","79,804,000","83,619,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"44,815,000","45,017,000","46,896,000","48,876,000"
7,Non Recurring,-,-,-,-
8,Others,"9,928,000","10,066,000","10,721,000","25,844,000"
9,Total Operating Expenses,"54,743,000","55,083,000","57,617,000","74,720,000"
10,Operating Income or Loss,"29,213,000","25,021,000","22,187,000","8,899,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,-,-,-,"-936,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"29,213,000","25,021,000","22,187,000","7,963,000"
16,Income Tax Expense,"10,981,000","7,199,000","6,277,000","2,443,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"18,232,000","17,822,000","15,910,000","5,520,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"18,232,000","17,822,000","15,910,000","5,520,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"16,618,000","16,140,000","14,427,000","4,476,000"
