,assoc,values
0,they sell,worsened 34 investors sold shares 120 reduced holdings .
1,they buy,"moreover sumitomo life 0.19 invested alexandria real estate equities inc. nyse 11,723 shares ."
2,they buy,"profund advsr invested 4,709 shares 0.03 stock ."
3,they buy,"oppenheimer asset management owns 0.03 invested alexandria real estate equities inc. nyse 9,288 shares ."
4,they buy,"vident inv advisory limited co invested 9,145 shares ."
5,they sell,"friday february 8 richardson james h sold 660,150 worth alexandria real estate equities inc. nyse 5,000 shares ."
6,they sell,"banks jennifer sold 5,000 shares worth 659,600 friday february 8 ."
7,they sell,"55,004 worth alexandria real estate equities inc. nyse sold cain james p. 7,500 shares sold richardson stephen worth 938,175 tuesday december 4. ciruzzi vincent sold 874,435 worth stock ."
8,they sell,"661,300 worth alexandria real estate equities inc. nyse sold cunningham john h monday february 11 ."
9,they sell,"barclays plc sold 56,548 shares company stock rose 10.26 market ."
10,they buy,stock increased 0.67 0.95 last trading session reaching 143.32 .
11,they buy,also increased holding spdr series trust put xme 1.11 million shares quarter total 1.16 million shares risen stake schweitzer nyse swm .
12,they sell,among 4 analysts covering alexandria real estate nyse 2 buy rating 0 sell 2 hold .
13,they buy,stock equal-weight rating barclays capital thursday april 4. citigroup upgraded buy rating 144 target monday december 3 report .
14,they buy,firm earned overweight rating monday december 3 barclays capital .
15,they sell,dived 34 investors sold shares 120 reduced holdings .
16,they buy,"credit suisse ag invested 266,039 shares ."
17,they buy,loeb partners invested 0.05 alexandria real estate equities inc. nyse .
18,they buy,kbc gp nv invested 0.03 portfolio alexandria real estate equities inc. nyse .
19,they buy,"royal london asset mgmt limited invested 43,141 shares 0.04 stock ."
20,they buy,gotham asset mngmt llc invested 0.01 alexandria real estate equities inc. nyse .
21,they buy,moreover bb corp 0.03 invested alexandria real estate equities inc. nyse .
22,they sell,"cunningham john h sold 661,300 worth alexandria real estate equities inc. nyse monday february 11. shares 659,600 sold banks jennifer friday february 8 ."
23,they sell,"5,000 shares sold moglia peter worth 623,350 monday december 3 ."
24,they sell,1.20 million worth stock sold ryan daniel j friday november 2 .
25,they sell,"6,621 shares sold ciruzzi vincent worth 874,435 friday february 8 ."
26,they sell,"7,500 alexandria real estate equities inc. nyse shares value 938,175 sold richardson stephen ."
27,they sell,"barclays plc sold 56,548 shares company stock rose 10.26 market ."
28,they buy,stock increased 0.67 0.95 last trading session reaching 143.32 .
29,they buy,"also increased holding ameren corp nyse aee 419,958 shares quarter total 423,058 shares risen stake fiat chrysler automobiles n ."
30,they sell,among 4 analysts covering alexandria real estate nyse 2 buy rating 0 sell 2 hold .
31,they buy,rating upgraded citigroup buy monday december 3. firm equal-weight rating barclays capital given thursday april 4. mufg securities americas inc maintained alexandria real estate equities inc. nyse wednesday march 6 hold rating .
32,they buy,barclays capital maintained shares report monday december 3 overweight rating .
33,they buy,"bnp paribas arbitrage sa invested 32,235 shares 0 stock ."
34,they buy,north star invest management corp invested 232 shares 0 stock .
35,they buy,nebraska-based ameritas investment prtnrs invested 0.01 alexandria real estate equities inc. nyse .
36,they buy,"moreover taylor frigon cap mgmt limited 0.87 invested alexandria real estate equities inc. nyse 8,616 shares ."
37,they sell,"monday december 3 moglia peter sold 623,350 worth alexandria real estate equities inc. nyse 5,000 shares ."
38,they sell,"10,000 shares sold marcus joel worth 1.26 million tuesday december 11 ."
39,they sell,"5,000 shares sold banks jennifer worth 659,600 friday february 8 ."
40,they sell,"10,000 alexandria real estate equities inc. nyse shares value 1.20m sold ryan daniel j ."
41,they sell,"661,300 worth alexandria real estate equities inc. nyse sold cunningham john h monday february 11. ciruzzi vincent sold 6,621 shares worth 874,435 ."
42,they buy,research note revealed clients saturday morning bidaskscore upped shares alexandria real estate equities nyse stock buy rating .
43,they sell,among 4 analysts covering alexandria real estate nyse 2 buy rating 0 sell 2 hold .
44,they buy,stock alexandria real estate equities inc. nyse buy rating given monday december 3 citigroup .
45,they buy,stock increased 0.67 0.95 last trading session reaching 143.32 .
46,they buy,"oppenheimer asset management inc invested 0.03 9,288 shares ."
47,they buy,swiss financial bank 0.05 invested alexandria real estate equities inc. nyse .
48,they buy,smithfield tru com invested 0 30 shares .
49,they buy,"lazard asset limited liability owns 0.04 invested alexandria real estate equities inc. nyse 163,773 shares ."
50,they buy,adelante cap mgmt lc 4.8 invested alexandria real estate equities inc. nyse .
51,they sell,"monday february 11 cunningham john h sold 661,300 worth alexandria real estate equities inc. nyse 5,000 shares ."
52,they sell,"6,621 shares sold ciruzzi vincent worth 874,435 ."
53,they sell,"938,175 worth alexandria real estate equities inc. nyse sold richardson stephen tuesday december 4. banks jennifer sold 659,600 worth stock 5,000 shares ."
54,they sell,ryan daniel j sold 1.20 million worth stock .
55,they sell,"moglia peter sold 5,000 shares worth 623,350 monday december 3 ."
56,they buy,research note revealed investors saturday 27 april bidaskscore announced decided upgrade alexandria real estate equities nyse shares buy .
57,they sell,among 4 analysts covering alexandria real estate nyse 2 buy rating 0 sell 2 hold .
58,they buy,firm overweight rating given monday december 3 barclays capital .
59,they buy,rating upgraded citigroup monday december 3 buy .
60,they buy,stock increased 0.67 0.95 last trading session reaching 143.32 .
61,they buy,"shelton management invested 0.07 8,640 shares ."
62,they buy,state street invested 5.95 million shares .
63,they buy,amica mutual insur invested 0.27 alexandria real estate equities inc. nyse .
64,they sell,"shares 661,300 sold cunningham john h. 659,600 worth alexandria real estate equities inc. nyse sold banks jennifer friday february 8 ."
65,they sell,"874,435 worth stock sold ciruzzi vincent friday february 8 ."
66,they sell,"10,000 shares sold ryan daniel j worth 1.20m ."
67,they sell,"insider cain james p sold 450 shares worth 55,004 ."
68,they sell,"friday february 8 richardson james h sold 660,150 worth alexandria real estate equities inc. nyse 5,000 shares ."
69,they buy,equities researchers bidaskscore research division boosted shares alexandria real estate equities nyse stock solid buy saturday morning .
70,they sell,among 4 analysts covering alexandria real estate nyse 2 buy rating 0 sell 2 hold .
71,they buy,stock alexandria real estate equities inc. nyse buy rating given monday december 3 citigroup .
72,they buy,monday december 3 stock rating maintained barclays capital overweight .
73,they buy,stock increased 0.67 0.95 last trading session reaching 143.32 .
74,they buy,alexandria real estate equities inc nyse earned consensus recommendation buy eleven ratings firms currently covering firm marketbeat.com reports .
75,they buy,three investment analysts rated stock hold recommendation six issued buy recommendation one issued strong buy recommendation company .
76,they buy,barclays lowered shares alexandria real estate equities overweight rating equal weight rating lifted price objective company 130.00 136.00 research note thursday april 4th .
77,they buy,cibc reissued buy rating set 23.00 target price shares alexandria real estate equities research report tuesday january 15th .
78,they buy,valuengine lowered shares alexandria real estate equities buy rating hold rating research report wednesday january 2nd .
79,they buy,zacks investment research raised shares alexandria real estate equities hold rating buy rating set 141.00 target price company research report tuesday january 29th .
80,they sell,dropped 34 investors sold shares 120 reduced holdings .
81,they buy,massachusetts-based rhumbline advisers invested 0.05 alexandria real estate equities inc. nyse .
82,they buy,texas-based dimensional fund advsrs limited partnership invested 0.08 alexandria real estate equities inc. nyse .
83,they buy,illinois-based ubs asset americas invested 0 alexandria real estate equities inc. nyse .
84,they buy,state street invested 5.95 million shares 0.06 stock .
85,they sell,"1.23m worth alexandria real estate equities inc. nyse shares sold marcus joel s. tuesday december 4 richardson stephen sold 938,175 worth alexandria real estate equities inc. nyse 7,500 shares ."
86,they sell,"richardson james h sold 5,000 shares worth 660,150 ."
87,they sell,"monday february 11 cunningham john h sold 661,300 worth alexandria real estate equities inc. nyse 5,000 shares ."
88,they sell,"450 shares valued 55,004 sold cain james p thursday november 1 ."
89,they sell,"5,000 alexandria real estate equities inc. nyse shares value 623,350 sold moglia peter ."
90,they sell,"v3 capital management lp sold 69,250 shares company stock rose 10.26 market ."
91,they buy,stock increased 0.59 0.83 last trading session reaching 141.37 .
92,they sell,among 4 analysts covering alexandria real estate nyse 2 buy rating 0 sell 2 hold .
93,they buy,rating upgraded rbc capital markets top pick friday december 14. rating maintained barclays capital overweight monday december 3. firm hold rating mufg securities americas inc given wednesday march 6. citigroup upgraded alexandria real estate equities inc. nyse monday december 3 buy rating .
