,assoc,values
0,they buy,vanguard group inc. increased holdings shares general electric 1.0 third quarter .
1,they buy,vanguard group inc increased holdings shares general electric 1.0 third quarter .
2,they buy,manufacturers life insurance company increased holdings shares general electric 13.3 third quarter .
3,they buy,legal general group plc increased holdings shares general electric 2.3 third quarter .
4,they sell,"general electric news insider russell stokes sold 49,904 shares general electric stock transaction dated monday march 11th ."
5,they sell,"stock sold average price 9.93 total transaction 495,546.72 ."
6,they buy,ubs group set 13.00 target price general electric gave stock buy rating report monday december 10th .
7,they sell,jpmorgan chase co. upgraded general electric underweight rating neutral rating set 6.00 price target stock research report thursday december 13th .
8,they buy,barclays lowered price target general electric 13.00 12.00 set overweight rating stock research report monday december 17th .
9,they buy,vertical research upgraded general electric hold rating buy rating research report wednesday december 19th .
10,they sell,finally valuengine upgraded general electric strong sell rating sell rating research report wednesday january 2nd .
11,they sell,one analyst rated stock sell rating twelve issued hold rating ten assigned buy rating stock .
12,they sell,zacks investment research upgraded shares general electric sell rating hold rating report monday .
13,they buy,royal bank canada set 12.00 price objective shares general electric gave stock buy rating report tuesday march 12th .
14,they buy,gabelli restated buy rating shares general electric report tuesday february 26th .
15,they sell,valuengine upgraded shares general electric strong sell rating sell rating report wednesday january 2nd .
16,they sell,one equities research analyst rated stock sell rating twelve given hold rating ten assigned buy rating stock .
17,they sell,"news insider russell stokes sold 49,904 shares firm stock transaction occurred monday march 11th ."
18,they sell,"shares sold average price 9.93 total value 495,546.72 ."
