,0,1,2,3,4
0,Revenue,9/30/2018,9/30/2017,9/30/2016,9/30/2015
1,Total Revenue,"6,666,000","6,311,300","5,879,500","6,307,900"
2,Cost of Revenue,"3,793,800","3,687,100","3,404,000","3,604,800"
3,Gross Profit,"2,872,200","2,624,200","2,475,500","2,703,100"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,597,800","1,591,000","1,466,500","1,506,400"
7,Non Recurring,-,-,-,-
8,Others,"-16,300","-9,100","-4,700","37,000"
9,Total Operating Expenses,"5,375,300","5,269,000","4,865,800","5,148,200"
10,Operating Income or Loss,"1,290,700","1,042,300","1,013,700","1,159,700"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"40,100","-4,900","-70,600","-32,200"
13,Earnings Before Interest and Taxes,"1,290,700","1,042,300","1,013,700","1,159,700"
14,Interest Expense,"-73,000","-76,200","-71,300","-63,700"
15,Income Before Tax,"1,330,800","1,037,400","943,100","1,127,500"
16,Income Tax Expense,"795,300","211,700","213,400","299,900"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"535,500","825,700","729,700","827,600"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"535,500","825,700","729,700","827,600"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"535,000","824,800","729,000","826,900"
