,0,1
0,Market Cap (intraday) 5,10.83B
1,Enterprise Value 3,13.39B
2,Trailing P/E ,11.04
3,Forward P/E 1,11.94
4,PEG Ratio (5 yr expected) 1,0.48
5,Price/Sales (ttm),2.64
6,Price/Book (mrq),3.62
7,Enterprise Value/Revenue 3,3.27
8,Enterprise Value/EBITDA 6,11.71
,0,1
0,Fiscal Year Ends ,"Dec 31, 2017"
1,Most Recent Quarter (mrq),"Jun 30, 2018"
,0,1
0,Profit Margin ,23.96%
1,Operating Margin (ttm),24.46%
,0,1
0,Return on Assets (ttm),7.98%
1,Return on Equity (ttm),8.89%
,0,1
0,Revenue (ttm),4.1B
1,Revenue Per Share (ttm),30.46
2,Quarterly Revenue Growth (yoy),92.20%
3,Gross Profit (ttm),1.12B
4,EBITDA ,1.14B
5,Net Income Avi to Common (ttm),216.5M
6,Diluted EPS (ttm),7.29
7,Quarterly Earnings Growth (yoy),73.60%
,0,1
0,Total Cash (mrq),326.4M
1,Total Cash Per Share (mrq),2.42
2,Total Debt (mrq),3.07B
3,Total Debt/Equity (mrq),101.38
4,Current Ratio (mrq),1.63
5,Book Value Per Share (mrq),22.25
,0,1
0,Operating Cash Flow (ttm),268.8M
1,Levered Free Cash Flow (ttm),1.23B
,0,1
0,Beta (3Y Monthly) ,1.34
1,52-Week Change 3,-10.37%
2,S&P500 52-Week Change 3,5.76%
3,52 Week High 3,98.70
4,52 Week Low 3,72.73
5,50-Day Moving Average 3,84.57
6,200-Day Moving Average 3,86.29
,0,1
0,Avg Vol (3 month) 3,1.06M
1,Avg Vol (10 day) 3,1.22M
2,Shares Outstanding 5,134.63M
3,Float ,125.56M
4,% Held by Insiders 1,0.86%
5,% Held by Institutions 1,92.30%
6,"Shares Short (Oct 15, 2018) 4",5.12M
7,"Short Ratio (Oct 15, 2018) 4",4.27
8,"Short % of Float (Oct 15, 2018) 4",4.27%
9,"Short % of Shares Outstanding (Oct 15, 2018) 4",3.80%
10,"Shares Short (prior month Sep 14, 2018) 4",4.3M
,0,1
0,Forward Annual Dividend Rate 4,0.66
1,Forward Annual Dividend Yield 4,0.81%
2,Trailing Annual Dividend Rate 3,0.66
3,Trailing Annual Dividend Yield 3,0.81%
4,5 Year Average Dividend Yield 4,1.06
5,Payout Ratio 4,41.77%
6,Dividend Date 3,"Oct 18, 2018"
7,Ex-Dividend Date 4,"Sep 27, 2018"
8,Last Split Factor (new per old) 2,2/1
9,Last Split Date 3,"May 25, 2012"
