,assoc,values
0,they buy,average analysts currently strong buy recommendation mean rating 4.88. comparison average recommendation month ago strong buy average rating 4.88. similarly average rating observed 2 months ago strong buy mean numerical rating 4.88 average rating observed 3 months ago strong buy mean numerical rating 4.85 .
1,they sell,company spent 5.51 billion trying sell products last quarter result yielding gross income 1.79 billion .
2,they sell,"related news evp general counsel mahon tullier kelly sold 91,046 shares company stock transaction recorded march 15th 2019. sale performed average price 156.29 total value 14,229,643. sale deal closes svp gbl corp contrl cao mahon tullier kelly sold 6,480 shares company stock valued 978,480. also evp chief mrktng comm biggar lynne sold 15,000 shares company stock deal recorded march 11th 2019. shares sold average price 150.00 per share total market value 7,294. following completion acquisition vice chairman cro holds 81,005 shares company stock valued 11,339,793. last 6 months insiders changed ownership shares company stock 0.10 ."
3,they buy,18 38 analysts covering stock rated buy 3 maintained hold recommendation visa inc. stock .
4,they sell,0 analysts assigned sell rating v stock .
5,they sell,35 analysts 38 wall street brokerage firms rate visa inc. nyse v buy 0 see sell .
6,they buy,getting trading period increased 200 days stock price seen 71.3 average .
7,they buy,rating scale 1 means strong buy 2.0 indicated buy .
8,they sell,4.0 sell signals .
9,they sell,however 5.0 strong sell signal .
10,they buy,roa ratio helps investor know profit company relative total invested assets .
11,they buy,investment would net gain analysts return costs increased .
