,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"85,861,000","84,541,000","83,690,000","82,980,000"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"85,861,000","84,541,000","83,690,000","82,980,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"40,422,000","37,497,000","36,236,000","35,493,000"
7,Non Recurring,-,-,-,-
8,Others,"15,623,000","12,564,000","11,594,000","11,274,000"
9,Total Operating Expenses,"56,045,000","50,061,000","47,830,000","46,767,000"
10,Operating Income or Loss,"29,816,000","34,480,000","35,860,000","36,213,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-2,439,000","-2,360,000","-2,219,000","-2,298,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"27,377,000","32,120,000","33,641,000","33,915,000"
16,Income Tax Expense,"4,917,000","10,075,000","10,365,000","10,307,000"
17,Minority Interest,"1,143,000","916,000","893,000","868,000"
18,Net Income From Continuing Ops,"22,460,000","22,045,000","23,276,000","23,608,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"22,183,000","21,938,000","22,894,000","23,057,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"20,554,000","20,373,000","21,470,000","21,821,000"
