,assoc,values
0,they buy,atria investments llc raised position snap-on incorporated nyse sna 25.7 third quarter according recent form 13f filing sec .
1,they buy,"institutional investor owned 6,257 shares company stock buying additional 1,278 shares period ."
2,they buy,"atria investments llc holdings snap-on worth 1,149,000 end recent quarter ."
3,they sell,number institutional investors hedge funds also recently added reduced stakes business .
4,they buy,blackrock inc. increased holdings snap-on 1.4 second quarter .
5,they buy,"blackrock inc. owns 3,855,275 shares company stock valued 619,621,000 buying additional 53,689 shares last quarter ."
6,they buy,principal financial group inc. increased stake shares snap-on 3.4 first quarter .
7,they buy,"principal financial group inc. owns 1,048,534 shares company stock worth 154,702,000 purchasing additional 34,012 shares last quarter ."
8,they buy,earnest partners llc increased stake shares snap-on 3.8 second quarter .
9,they buy,"earnest partners llc owns 1,020,188 shares company stock worth 163,965,000 purchasing additional 37,244 shares last quarter ."
10,they buy,northern trust corp increased stake shares snap-on 2.1 second quarter .
11,they buy,"northern trust corp owns 977,655 shares company stock worth 157,129,000 purchasing additional 20,179 shares last quarter ."
12,they buy,finally ariel investments llc increased stake shares snap-on 10.0 second quarter .
13,they buy,"ariel investments llc owns 929,933 shares company stock worth 149,459,000 purchasing additional 84,287 shares last quarter ."
14,they buy,sna subject number research reports .
15,they buy,barrington research reissued buy rating set 200.00 target price shares snap-on research note monday august 20th .
16,they buy,zacks investment research raised shares snap-on hold rating buy rating set 208.00 target price company research note thursday october 4th .
17,they buy,northcoast research cut shares snap-on buy rating neutral rating research note tuesday july 24th .
18,they buy,finally b. riley set 205.00 target price shares snap-on gave stock buy rating research note tuesday july 17th .
19,they buy,three analysts rated stock hold rating six issued buy rating stock .
20,they buy,company presently average rating buy consensus target price 194.75 .
21,they buy,sna stock opened 168.63 monday .
22,they buy,stock market cap 10.36 billion pe ratio 16.66 p/e/g ratio 1.51 beta 1.15. company debt-to-equity ratio 0.30 current ratio 2.33 quick ratio 1.60. snap-on incorporated 52 week low 141.63 52 week high 189.46 .
23,they buy,snap-on nyse sna last released earnings results thursday july 19th .
24,they buy,company reported 3.11 eps quarter topping analysts consensus estimates 2.95 0.16 .
25,they buy,business revenue 954.60 million quarter compared analysts expectations 952.04 million .
26,they buy,snap-on net margin 16.04 return equity 21.04 .
27,they buy,company quarterly revenue 3.6 year-over-year basis .
28,they buy,quarter previous year company earned 2.60 earnings per share .
29,they buy,group equities analysts anticipate snap-on incorporated post 11.8 eps current fiscal year .
30,they buy,snap-on snap-on incorporated manufactures markets tools equipment diagnostics repair information systems solutions professional users worldwide .
31,they buy,company operates commercial industrial group snap-on tools group repair systems information group financial services segments .
32,they buy,recommended story google finance portfolioviewcount articlehistoryid=25307214 postdate=2018-10-15 type=f id=4074493 want see hedge funds holding sna visit holdingschannel.com get latest 13f filings insider trades snap-on incorporated nyse sna .
33,they buy,"keyword snap-on nyse sna sna consumer discretionary,83303410 sec filings,13f hedge fund holdings institutional investor holdingsratings:4,7 nyse sna receive news ratings snap-on daily enter email address receive concise daily summary latest news analysts ratings snap-on related companies marketbeat.com free daily email newsletter ."
34,they buy,name required mail published required snap-on nyse sna upgraded zacks investment research hold rating buy rating research note issued investors thursday october 4th .
35,they buy,firm presently 208.00 price target stock .
36,they buy,zacks investment research price objective indicates potential upside 23.35 stock current price .
37,they buy,according zacks snap-on outperformed industry past three months courtesy impressive earnings surprise trend continued second-quarter 2018. moreover top bottom line grew year year quarter .
38,they buy,earnings benefited snap-on robust business model focus value-creation processes .
39,they buy,though sales missed estimates year-over-year improvement driven organic growth along gains acquisitions currency tailwinds .
40,they buy,going ahead management expects encouraging prospects continue 2018. also expects leverage capabilities automotive repair area besides strengthening overall professional customer base .
41,they buy,however company sluggish tools group division remains major headwind due lower sales u.s. franchise business .
42,they buy,volatility raw material prices stiff competition additional woes .
43,they buy,estimates witnessing upward revisions lately .
44,they buy,sna subject several reports .
45,they sell,valuengine upgraded snap-on sell rating hold rating research note saturday june 16th .
46,they buy,b. riley set 205.00 price target snap-on gave company buy rating research report tuesday july 17th .
47,they buy,northcoast research cut snap-on buy rating neutral rating research report tuesday july 24th .
48,they buy,finally barrington research reiterated buy rating set 200.00 price target shares snap-on research report monday august 20th .
49,they buy,three investment analysts rated stock hold rating six given buy rating company stock .
50,they buy,company consensus rating buy consensus target price 194.75 .
51,they buy,shares sna stock opened 168.63 thursday .
52,they buy,company debt-to-equity ratio 0.30 quick ratio 1.60 current ratio 2.33. snap-on 1-year low 141.63 1-year high 189.46 .
53,they buy,stock market cap 10.36 billion p/e ratio 16.66 p/e/g ratio 1.51 beta 1.15 .
54,they buy,snap-on nyse sna last released quarterly earnings results thursday july 19th .
55,they buy,company reported 3.11 eps quarter beating analysts consensus estimates 2.95 0.16 .
56,they buy,snap-on return equity 21.04 net margin 16.04 .
57,they buy,company revenue 954.60 million quarter compared analysts expectations 952.04 million .
58,they buy,period last year business posted 2.60 earnings per share .
59,they buy,firm revenue 3.6 compared quarter last year .
60,they buy,average equities analysts anticipate snap-on post 11.8 earnings per share current fiscal year .
61,they sell,"news svp aldo john pagliari sold 6,480 shares snap-on stock transaction occurred wednesday august 22nd ."
62,they sell,"stock sold average price 177.89 total value 1,152,727.20 ."
63,they buy,sale disclosed document filed sec accessed link .
64,they sell,"also chairman nicholas t. pinchuk sold 21,624 shares snap-on stock transaction occurred tuesday august 7th ."
65,they sell,"stock sold average price 169.79 total value 3,671,538.96 ."
66,they buy,"following completion sale chairman directly owns 443,955 shares company valued 75,379,119.45 ."
67,they buy,disclosure sale found .
68,they sell,"insiders sold 67,895 shares company stock worth 11,659,865 last ninety days ."
69,they buy,corporate insiders 4.00 company stock .
70,they buy,number hedge funds institutional investors recently added reduced stakes business .
71,they buy,neuberger berman group llc raised position snap-on 36.0 first quarter .
72,they buy,"neuberger berman group llc owns 2,110 shares company stock valued 311,000 purchasing additional 558 shares period ."
73,they buy,federated investors inc. pa raised position snap-on 39.3 first quarter .
74,they buy,"federated investors inc. pa owns 16,783 shares company stock valued 2,476,000 purchasing additional 4,732 shares period ."
75,they buy,california public employees retirement system raised position snap-on 3.1 first quarter .
76,they buy,"california public employees retirement system owns 148,971 shares company stock valued 21,979,000 purchasing additional 4,499 shares period ."
77,they buy,dimensional fund advisors lp raised position snap-on 32.1 first quarter .
78,they buy,"dimensional fund advisors lp owns 506,120 shares company stock valued 74,672,000 purchasing additional 122,854 shares period ."
79,they buy,"finally quantbot technologies lp purchased new stake snap-on first quarter valued 416,000 ."
80,they buy,snap-on snap-on incorporated manufactures markets tools equipment diagnostics repair information systems solutions professional users worldwide .
81,they buy,company operates commercial industrial group snap-on tools group repair systems information group financial services segments .
82,they buy,"see also leveraged buyout lbo viewcount type=a id=1093490 get free copy zacks research report snap-on sna information research offerings zacks investment research visit zacks.com keyword snap-on nyse sna sna consumer discretionary,83303410 upgrade zacks investment researchratings:4,7 nyse snarefreshed1 receive news ratings snap-on daily enter email address receive concise daily summary latest news analysts ratings snap-on related companies marketbeat.com free daily email newsletter ."
83,they sell,aqua america inc wtr shares sold voya investment management llc sony nyse sne downgraded valuengine hold snap-on incorporated nyse sna recipient unusually large options trading thursday .
84,they buy,"traders bought 1,702 call options company ."
85,they buy,"represents increase approximately 1,219 compared typical daily volume 129 call options ."
86,they sell,"news vp iain boyd sold 4,291 shares snap-on stock transaction tuesday august 7th ."
87,they sell,"stock sold average price 170.03 total value 729,598.73 ."
88,they buy,sale disclosed document filed sec available hyperlink .
89,they sell,"also svp aldo john pagliari sold 6,480 shares snap-on stock transaction wednesday august 22nd ."
90,they sell,"shares sold average price 177.89 total value 1,152,727.20 ."
91,they buy,disclosure sale found .
92,they sell,"last 90 days insiders sold 67,895 shares company stock worth 11,659,865 ."
93,they sell,corporate insiders 4.00 company stock .
94,they buy,number institutional investors hedge funds recently made changes positions sna .
95,they buy,dimensional fund advisors lp lifted holdings snap-on 32.1 1st quarter .
96,they buy,"dimensional fund advisors lp owns 506,120 shares company stock worth 74,672,000 buying additional 122,854 shares period ."
97,they buy,russell investments group ltd. lifted holdings snap-on 3.0 1st quarter .
98,they buy,"russell investments group ltd. owns 52,126 shares company stock worth 7,683,000 buying additional 1,536 shares period ."
99,they buy,sei investments co. lifted holdings snap-on 9.9 1st quarter .
100,they buy,"sei investments co. owns 34,185 shares company stock worth 5,043,000 buying additional 3,066 shares period ."
101,they buy,"gsa capital partners llp acquired new position snap-on 1st quarter worth 645,000 ."
102,they buy,"finally seven eight capital lp acquired new position snap-on 1st quarter worth 207,000 ."
103,they buy,shares sna stock opened 168.63 friday .
104,they buy,firm market cap 10.36 billion p/e ratio 16.50 peg ratio 1.51 beta 1.15. snap-on twelve month low 141.63 twelve month high 189.46 .
105,they buy,company debt-to-equity ratio 0.30 quick ratio 1.60 current ratio 2.33 .
106,they buy,snap-on nyse sna last issued quarterly earnings data thursday july 19th .
107,they buy,company reported 3.11 earnings per share quarter topping analysts consensus estimates 2.95 0.16 .
108,they buy,business revenue 954.60 million quarter compared analyst estimates 952.04 million .
109,they buy,snap-on return equity 21.04 net margin 16.04 .
110,they buy,snap-on quarterly revenue 3.6 compared quarter last year .
111,they buy,quarter previous year company posted 2.60 eps .
112,they sell,equities research analysts expect snap-on post 11.8 eps current fiscal year .
113,they buy,snap-on company profile snap-on incorporated manufactures markets tools equipment diagnostics repair information systems solutions professional users worldwide .
114,they buy,company operates commercial industrial group snap-on tools group repair systems information group financial services segments .
115,they buy,"see also market capitalization stock market viewcount articlehistoryid=25239752 postdate=2018-10-13 type=o tertiary=1 id=99608 keyword snap-on nyse sna sna consumer discretionary,83303410 stocks options put callratings:4,7 nyse sna receive news ratings snap-on daily enter email address receive concise daily summary latest news analysts ratings snap-on related companies marketbeat.com free daily email newsletter ."
116,they buy,name required mail published required schroder investment management group raised holdings snap-on incorporated nyse sna 65.8 second quarter according company recent form 13f filing sec .
117,they buy,"firm owned 770,981 shares company stock purchasing additional 305,933 shares quarter ."
118,they buy,"schroder investment management group owned 1.37 snap-on worth 88,263,000 recent filing sec ."
119,they sell,number hedge funds institutional investors also bought sold shares business .
120,they buy,robeco institutional asset management b.v. lifted holdings shares snap-on 340.4 first quarter .
121,they buy,"robeco institutional asset management b.v. owns 13,490 shares company stock valued 1,990,000 purchasing additional 10,427 shares last quarter ."
122,they buy,aperio group llc lifted holdings shares snap-on 3.7 first quarter .
123,they buy,"aperio group llc owns 22,898 shares company stock valued 3,378,000 purchasing additional 810 shares last quarter ."
124,they buy,neuberger berman group llc lifted holdings shares snap-on 36.0 first quarter .
125,they buy,"neuberger berman group llc owns 2,110 shares company stock valued 311,000 purchasing additional 558 shares last quarter ."
126,they buy,korea investment corp lifted holdings shares snap-on 12.0 first quarter .
127,they buy,"korea investment corp owns 59,624 shares company stock valued 8,797,000 purchasing additional 6,373 shares last quarter ."
128,they buy,finally cambridge investment research advisors inc. lifted holdings shares snap-on 32.6 first quarter .
129,they buy,"cambridge investment research advisors inc. owns 16,077 shares company stock valued 2,372,000 purchasing additional 3,951 shares last quarter ."
130,they buy,sna topic several recent analyst reports .
131,they buy,barrington research reissued buy rating shares snap-on research note monday july 16th .
132,they buy,zacks investment research raised shares snap-on hold rating buy rating set 178.00 price objective stock research note tuesday june 19th .
133,they buy,northcoast research downgraded shares snap-on buy rating neutral rating research note tuesday july 24th .
134,they buy,b. riley set 205.00 price objective shares snap-on gave company buy rating research note tuesday july 17th .
135,they sell,finally valuengine raised shares snap-on sell rating hold rating research report saturday june 16th .
