,0,1,2,3,4
0,Revenue,12/30/2017,12/31/2016,1/3/2016,12/28/2014
1,Total Revenue,"26,232,000","26,487,000","18,338,000","10,922,000"
2,Cost of Revenue,"16,205,000","16,135,000","11,771,000","7,110,000"
3,Gross Profit,"10,027,000","10,352,000","6,567,000","3,812,000"
4,Operating Expenses,,,,
5,Research Development,"93,000","120,000","105,000","105,000"
6,Selling General and Administrative,"2,655,000","2,995,000","2,152,000","1,212,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"18,953,000","19,250,000","14,028,000","8,322,000"
10,Operating Income or Loss,"7,279,000","7,237,000","4,310,000","2,600,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,749,000","-2,214,000","-3,297,000","-1,797,000"
13,Earnings Before Interest and Taxes,"7,279,000","7,237,000","4,310,000","2,600,000"
14,Interest Expense,"-1,234,000","-1,134,000","-1,321,000","-686,000"
15,Income Before Tax,"5,530,000","5,023,000","1,013,000","803,000"
16,Income Tax Expense,"-5,460,000","1,381,000","366,000","131,000"
17,Minority Interest,"213,000","216,000","231,000","248,000"
18,Net Income From Continuing Ops,"10,990,000","3,642,000","647,000","672,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"10,999,000","3,632,000","634,000","657,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"10,999,000","3,452,000","-266,000","-63,000"
