,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"36,193,000","30,973,000","30,561,000","31,781,000"
2,Cost of Revenue,"31,691,000","24,786,000","24,905,000","25,549,000"
3,Gross Profit,"4,502,000","6,187,000","5,656,000","6,232,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,-,"2,065,000","1,931,000","1,937,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"31,691,000","26,796,000","26,827,000","27,486,000"
10,Operating Income or Loss,"4,502,000","4,177,000","3,734,000","4,295,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-417,000","-100,000","-78,000","-76,000"
13,Earnings Before Interest and Taxes,"4,502,000","4,177,000","3,734,000","4,295,000"
14,Interest Expense,"-356,000","-117,000","-99,000","-98,000"
15,Income Before Tax,"4,085,000","4,077,000","3,656,000","4,219,000"
16,Income Tax Expense,"727,000","1,165,000","977,000","1,183,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"3,358,000","2,912,000","2,679,000","3,036,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-13,000","-13,000","-107,000","-107,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,345,000","2,912,000","2,572,000","3,036,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,345,000","2,912,000","2,572,000","3,036,000"
