,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"90,048,600","84,862,800","79,158,400","73,885,700"
2,Cost of Revenue,"72,236,200","66,834,400","61,116,900","56,854,900"
3,Gross Profit,"17,812,400","18,028,400","18,041,500","17,030,800"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"12,649,600","12,557,900","12,534,800","11,748,400"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"85,054,200","79,584,600","73,881,800","68,824,200"
10,Operating Income or Loss,"4,994,400","5,278,200","5,276,600","5,061,500"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,030,600","-722,800","-645,600","-693,400"
13,Earnings Before Interest and Taxes,"4,994,400","5,278,200","5,276,600","5,061,500"
14,Interest Expense,"-748,200","-722,800","-654,900","-612,300"
15,Income Before Tax,"3,963,800","4,555,400","4,631,000","4,368,100"
16,Income Tax Expense,"121,000","2,085,600","2,071,000","1,808,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"3,842,800","2,469,800","2,560,000","2,560,100"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,"9,600"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,842,800","2,469,800","2,560,000","2,569,700"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,842,800","2,469,800","2,560,000","2,569,700"
