,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"6,717,660","6,070,160","4,345,797","4,075,883"
2,Cost of Revenue,"1,646,275","1,557,185","1,333,520","1,380,374"
3,Gross Profit,"5,071,385","4,512,975","3,012,277","2,695,509"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"761,415","685,485","548,143","464,793"
7,Non Recurring,-,-,-,-
8,Others,"2,440,000","2,170,000","1,350,622","1,160,535"
9,Total Operating Expenses,"5,458,303","4,985,019","3,799,935","3,417,069"
10,Operating Income or Loss,"1,259,357","1,085,141","545,862","658,814"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-953,617","-524,872","-235,265","-369,567"
13,Earnings Before Interest and Taxes,"1,259,357","1,085,141","545,862","658,814"
14,Interest Expense,"-381,849","-388,664","-289,365","-306,206"
15,Income Before Tax,"305,740","560,269","310,597","289,247"
16,Income Tax Expense,"-497,344","-328,985","8,128","7,723"
17,Minority Interest,"-219,334","130,504","99,932","133,824"
18,Net Income From Continuing Ops,"803,084","889,254","302,469","281,524"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"572,430","747,181","241,975","195,290"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"572,430","747,181","241,975","195,290"
