,0,1,2,3,4
0,Revenue,9/29/2017,9/30/2016,9/25/2015,9/26/2014
1,Total Revenue,"13,113,000","12,238,000","12,233,000","11,973,000"
2,Cost of Revenue,"8,663,000","8,195,000","8,110,000","8,001,000"
3,Gross Profit,"4,450,000","4,043,000","4,123,000","3,972,000"
4,Operating Expenses,,,,
5,Research Development,"658,000","644,000","627,000","583,000"
6,Selling General and Administrative,"1,591,000","1,463,000","1,504,000","1,534,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,"-4,000"
9,Total Operating Expenses,"10,912,000","10,302,000","10,241,000","10,114,000"
10,Operating Income or Loss,"2,201,000","1,936,000","1,992,000","1,859,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-273,000","-774,000","-417,000","-99,000"
13,Earnings Before Interest and Taxes,"2,201,000","1,936,000","1,992,000","1,859,000"
14,Interest Expense,"-130,000","-127,000","-136,000","-127,000"
15,Income Before Tax,"1,928,000","1,162,000","1,575,000","1,760,000"
16,Income Tax Expense,"255,000","-779,000","337,000","146,000"
17,Minority Interest,-,-,-,"6,000"
18,Net Income From Continuing Ops,"1,673,000","1,941,000","1,238,000","1,614,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"10,000","68,000","1,182,000","167,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,683,000","2,009,000","2,420,000","1,781,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,683,000","2,009,000","2,420,000","1,781,000"
