,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"21,609,000","20,404,000","19,747,000","20,855,000"
2,Cost of Revenue,"14,511,000","13,756,000","13,392,000","14,262,000"
3,Gross Profit,"7,098,000","6,648,000","6,355,000","6,593,000"
4,Operating Expenses,,,,
5,Research Development,"584,000","584,000","587,000","625,000"
6,Selling General and Administrative,"3,542,000","3,561,000","3,521,000","3,591,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"18,637,000","17,901,000","17,500,000","18,478,000"
10,Operating Income or Loss,"2,972,000","2,503,000","2,247,000","2,377,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-548,000","865,000","-129,000","-244,000"
13,Earnings Before Interest and Taxes,"2,972,000","2,503,000","2,247,000","2,377,000"
14,Interest Expense,"-271,000","-246,000","-233,000","-232,000"
15,Income Before Tax,"2,424,000","3,368,000","2,118,000","2,133,000"
16,Income Tax Expense,"278,000","382,000","199,000","159,000"
17,Minority Interest,"35,000","37,000","44,000","45,000"
18,Net Income From Continuing Ops,"2,146,000","2,986,000","1,919,000","1,974,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,145,000","2,985,000","1,916,000","1,972,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,145,000","2,985,000","1,916,000","1,972,000"
