,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"14,527,000","12,681,000","10,743,000","9,223,987"
2,Cost of Revenue,-,"242,000","415,000","662,280"
3,Gross Profit,"14,527,000","12,439,000","10,328,000","8,561,707"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"8,747,000","7,506,000","6,172,000","5,052,706"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"9,173,000","8,111,000","6,896,000","5,987,480"
10,Operating Income or Loss,"5,354,000","4,570,000","3,847,000","3,236,507"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-519,000","-171,000","-1,134,000","-108,187"
13,Earnings Before Interest and Taxes,"5,354,000","4,570,000","3,847,000","3,236,507"
14,Interest Expense,"-269,000","-254,000","-208,000","-160,229"
15,Income Before Tax,"4,835,000","4,399,000","2,713,000","3,128,320"
16,Income Tax Expense,"837,000","2,058,000","578,000","576,960"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"3,998,000","2,341,000","2,135,000","2,551,360"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,998,000","2,341,000","2,135,000","2,551,360"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,998,000","2,341,000","2,135,000","2,551,360"
