,assoc,values
0,they buy,price performance people united financial inc. pbct people united financial inc. nasdaq pbct quite remarkable price journey past year .
1,they buy,past 12 months highest price 20.26 stock reach 03/12/18 compared lowest price period 16.71 03/12/18 .
2,they buy,end recent trading day people united financial inc. closed 16.97 .
3,they buy,stock began trading session 16.91 hit high 16.97 .
4,they buy,lowest price trading day 16.46 .
5,they buy,shares company operates financial sector reached trading volume 2.94m throughout day clearly lower average daily volume shares .
6,they sell,continuing vein taking account analyst ratings shares people united financial inc. nasdaq pbct mean rating stock 2.92. calculated well 0 analysts given company buy rating 2 rated outperform 9 recommended investors hold 1 considering underperform 0 recommended owners shares sell .
7,they sell,month ago 0 analysts thought stock buy 2 posted outperform rating 9 analysts recommended hold stock 1 provided underperform rating 0 rated sell .
8,they buy,"technical analysis company 100-day moving average 18.29 price change posted similarly people united financial inc. nasdaq pbct experienced 100-day percent movement trading volume reaching 2,997,971 ."
9,they buy,continuing look similarly important data stock distance 200-day simple moving average sma 200 time writing .
10,they sell,organization revenue trailing twelve months ttm active operations 1.42b considering fact able rack income 394.30m period time .
11,they buy,additionally divide organization current total liabilities present stockholder equity get number called total debt equity ratio also called d/e ratio leading tactic determining financially strong company .
12,they buy,metric illustrates much debt organization using support assets relation much shareholder equity worth .
13,they sell,pbct total dept/eq ratio sitting 0.16 time writing long-term dept/eq ratio 0.16 maintaining attention technical analysis people united financial inc. nasdaq pbct last 50 days raw stochastic average observed 0.39 representing downgrade organization 20-day raw stochastic average posted 0.61 .
14,they buy,last 20-days time span firm stochastic k 15.78 stochastic noted 22.69 .
15,they buy,take look observable moving trends people united financial inc. nasdaq pbct stock taking deep previous price journey .
16,they buy,particular stock current year-to-date ytd price performance standing .
17,they buy,meanwhile past six months trading stock deteriorated along full-year performance .
18,they buy,company shares increased nearly 6.52 last 7-day stretch last 30 days .
19,they sell,resp 1 adsbygoogle window.adsbygoogle .push people united financial nasdaq pbct downgraded equities researchers bidaskclub sell rating strong sell rating report released wednesday september 19th .
20,they buy,equities research analysts also recently issued reports stock .
21,they buy,zacks investment research upgraded shares people united financial hold rating buy rating set 21.00 target price company research note wednesday july 25th .
22,they buy,keefe bruyette woods reiterated buy rating issued 21.50 target price shares people united financial research note monday july 23rd .
23,they buy,morgan stanley raised price objective shares people united financial 20.50 21.00 gave stock equal weight rating research report tuesday july 24th .
24,they sell,finally valuengine upgraded shares people united financial sell rating hold rating research report tuesday july 24th .
25,they sell,three equities research analysts rated stock sell rating four assigned hold rating three issued buy rating company stock .
26,they buy,stock average rating hold consensus target price 19.81 .
27,they buy,pbct stock traded 0.40 trading hours wednesday reaching 16.07 .
28,they buy,"5,757,850 shares stock exchanged compared average volume 3,032,180. people united financial 12 month low 15.80 12 month high 20.26 ."
29,they buy,company current ratio 0.98 quick ratio 0.98 debt-to-equity ratio 0.78. stock market cap 5.97 billion pe ratio 15.45 price-to-earnings-growth ratio 6.63 beta 0.93 .
30,they sell,"related news vp lee c. powlus sold 48,200 shares business stock transaction thursday september 20th ."
31,they sell,"shares sold average price 17.97 total value 866,154.00 ."
32,they buy,"following transaction vice president owns 146,050 shares company valued 2,624,518.50 ."
33,they buy,transaction disclosed document filed sec available link .
34,they sell,"also vp robert e. trautmann sold 75,404 shares business stock transaction wednesday july 25th ."
35,they sell,"shares sold average price 18.27 total transaction 1,377,631.08 ."
36,they buy,"following completion transaction vice president owns 69,193 shares company valued approximately 1,264,156.11 ."
