,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"32,815,000","30,440,000","27,810,000","35,475,000"
2,Cost of Revenue,"28,478,000","26,298,000","24,110,000","28,321,000"
3,Gross Profit,"4,337,000","4,142,000","3,700,000","7,154,000"
4,Operating Expenses,,,,
5,Research Development,"702,000","787,000","1,012,000","1,094,000"
6,Selling General and Administrative,"444,000","432,000","403,000","494,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"29,624,000","27,517,000","25,525,000","29,909,000"
10,Operating Income or Loss,"3,191,000","2,923,000","2,285,000","5,566,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-567,000","-4,106,000","-4,190,000","-2,685,000"
13,Earnings Before Interest and Taxes,"3,191,000","2,923,000","2,285,000","5,566,000"
14,Interest Expense,"-575,000","-566,000","-570,000","-346,000"
15,Income Before Tax,"2,624,000","-1,183,000","-1,905,000","2,881,000"
16,Income Tax Expense,"447,000","330,000","-278,000","746,000"
17,Minority Interest,"424,000","419,000","451,000","272,000"
18,Net Income From Continuing Ops,"2,177,000","-1,513,000","-1,627,000","2,135,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,138,000","-1,505,000","-1,687,000","2,072,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,138,000","-1,505,000","-1,687,000","2,072,000"
