,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"170,756,000","160,546,000","163,786,000","146,801,000"
2,Cost of Revenue,"79,419,000","77,810,000","77,190,000","67,046,000"
3,Gross Profit,"91,337,000","82,736,000","86,596,000","79,755,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"31,289,000","34,354,000","35,844,000","32,544,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"139,138,000","136,551,000","138,881,000","121,606,000"
10,Operating Income or Loss,"31,618,000","23,995,000","24,905,000","25,195,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-6,745,000","-8,856,000","-5,093,000","-4,503,000"
13,Earnings Before Interest and Taxes,"31,618,000","23,995,000","24,905,000","25,195,000"
14,Interest Expense,"-7,957,000","-6,300,000","-4,910,000","-4,120,000"
15,Income Before Tax,"24,873,000","15,139,000","19,812,000","20,692,000"
16,Income Tax Expense,"4,920,000","-14,708,000","6,479,000","7,005,000"
17,Minority Interest,"9,795,000","1,146,000","975,000","969,000"
18,Net Income From Continuing Ops,"19,953,000","29,847,000","13,333,000","13,687,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"19,370,000","29,450,000","12,976,000","13,345,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"19,370,000","29,450,000","12,976,000","13,345,000"
