,assoc,values
0,they buy,desjardins buy rating 87.00 price objective stock .
1,they buy,"get free copy zacks research report toronto-dominion bank td information research offerings zacks investment research visit zacks.comkeyword toronto-dominion bank tse td td finance earnings estimates desjardinsratings:4,8 tse td van hulzen asset management llc increased stake toronto dominion bk ont td 26.98 based latest 2018q2 regulatory filing sec ."
2,they buy,"van hulzen asset management llc bought 7,868 shares company stock rose 3.47 market ."
3,they sell,"bnp paribas investment partners sa sold 444,743 shares company stock rose 16.27 market ."
4,they buy,stock increased 0.17 0.09 last trading session reaching 52.93 .
5,they buy,"also increased holding cubic corp nyse cub 21,237 shares quarter total 233,260 shares risen stake spirit aerosystems hldgs inc nyse spr ."
6,they sell,among 11 analysts covering td bank nyse td 6 buy rating 0 sell 5 hold .
7,they buy,stock toronto-dominion bank nyse td earned sector performer rating ibc friday august 26. firm outperform rating national bank canada given friday september 1. stock outperform rating bmo capital markets monday august 31. stock buy rating bank america tuesday november 1. rating upgraded barclays capital equal-weight tuesday may 23. stock toronto-dominion bank nyse td earned outperform rating credit suisse tuesday may 3. firm buy rating given wednesday september 14 citigroup .
8,they buy,rating downgraded rbc capital markets sector perform monday march 13. bank america maintained toronto-dominion bank nyse td tuesday january 30 buy rating .
9,they sell,zacks investment research cut shares toronto-dominion bank hold rating sell rating research note thursday .
10,they buy,canaccord genuity reiterated buy rating shares toronto-dominion bank research note thursday .
11,they sell,valuengine cut shares toronto-dominion bank hold rating sell rating research note wednesday november 7th .
12,they sell,two analysts rated stock sell rating one issued hold rating four given buy rating company stock .
13,they buy,"state board administration florida retirement system buys shares 8,566 cactus inc whd toronto-dominion bank nyse td tse td stock buy rating restated investment analysts canaccord genuity note issued investors thursday ."
14,they sell,zacks investment research raised shares toronto-dominion bank sell rating hold rating report friday november 16th .
15,they sell,finally valuengine lowered shares toronto-dominion bank hold rating sell rating report wednesday november 7th .
16,they sell,two research analysts rated stock sell rating one issued hold rating four given buy rating company .
17,they sell,kelt exploration kel stock price 8 analyst downgrade canaccord genuity reissued buy rating shares toronto-dominion bank nyse td tse td research note released thursday morning .
18,they sell,zacks investment research downgraded toronto-dominion bank hold rating sell rating research note friday november 9th .
19,they sell,valuengine downgraded toronto-dominion bank hold rating sell rating research note wednesday november 7th .
20,they sell,two research analysts rated stock sell rating one assigned hold rating four assigned buy rating company .
21,they buy,"destination wealth management bought new position shares toronto-dominion bank second quarter worth 139,000 ."
22,they buy,"quad cities investment group llc bought new position shares toronto-dominion bank second quarter worth 139,000 ."
23,they sell,zacks investment research lowered shares toronto-dominion bank hold rating sell rating report friday november 9th .
24,they buy,canaccord genuity reiterated buy rating shares toronto-dominion bank report thursday .
25,they sell,valuengine lowered shares toronto-dominion bank hold rating sell rating report wednesday november 7th .
26,they sell,two investment analysts rated stock sell rating one given hold rating four given buy rating stock .
27,they sell,zacks investment research downgraded toronto-dominion bank hold rating sell rating research note wednesday august 15th .
28,they sell,valuengine downgraded toronto-dominion bank hold rating sell rating research note wednesday november 7th .
29,they buy,finally canaccord genuity reissued buy rating shares toronto-dominion bank research note thursday .
30,they sell,two investment analysts rated stock sell rating one assigned hold rating four assigned buy rating company stock .
31,they buy,fisher asset management llc increased stake shares toronto-dominion bank 16.9 second quarter .
32,they buy,addenda capital inc. increased stake shares toronto-dominion bank 96.6 second quarter .
33,they buy,finally baystate wealth management llc increased stake shares toronto-dominion bank 317.5 second quarter .
34,they sell,"get free copy zacks research report toronto-dominion bank td information research offerings zacks investment research visit zacks.comkeyword toronto-dominion bank nyse td td finance earnings estimates desjardinsratings:4,5 nyse td valuengine cut shares toronto-dominion bank nyse td tse td hold rating sell rating report issued wednesday november 7th ."
35,they buy,zacks investment research lowered toronto-dominion bank buy rating hold rating research note thursday november 1st .
36,they sell,two equities research analysts rated stock sell rating one given hold rating four given buy rating company stock .
37,they buy,"destination wealth management bought new position toronto-dominion bank second quarter valued approximately 139,000 ."
38,they sell,"keyword toronto-dominion bank nyse td td finance downgrade valuengineratings:4,5 nyse tdrefreshed2 receive news ratings toronto-dominion bank daily enter email address receive concise daily summary latest news analysts ratings toronto-dominion bank related companies marketbeat.com free daily email newsletter ."
39,they buy,oppenheimer comments mueller water products inc. q1 2019 earnings nyse mwa canaccord genuity reissued buy rating shares toronto-dominion bank nyse td tse td research note released thursday morning .
40,they sell,zacks investment research downgraded toronto-dominion bank hold rating sell rating research note friday november 9th .
41,they sell,valuengine downgraded toronto-dominion bank hold rating sell rating research note wednesday november 7th .
42,they sell,two research analysts rated stock sell rating one assigned hold rating four assigned buy rating company .
43,they buy,"hartford investment management co. acquires 2,721 shares nvidia co. nvda shares toronto-dominion bank nyse td tse td received consensus recommendation buy eight ratings firms currently covering company marketbeat reports ."
44,they sell,one analyst rated stock sell rating one given hold rating five given buy rating company .
45,they sell,valuengine lowered shares toronto-dominion bank hold rating sell rating research report wednesday .
46,they buy,zacks investment research lowered shares toronto-dominion bank buy rating hold rating research report thursday november 1st .
47,they sell,several institutional investors hedge funds recently bought sold shares business .
48,they buy,"destination wealth management bought new position shares toronto-dominion bank second quarter worth 139,000 ."
49,they buy,"quad cities investment group llc bought new position shares toronto-dominion bank second quarter worth 139,000 ."
50,they sell,zacks investment research upgraded shares toronto-dominion bank sell rating hold rating research note friday november 16th .
51,they sell,finally valuengine cut shares toronto-dominion bank hold rating sell rating research note wednesday november 7th .
52,they sell,two investment analysts rated stock sell rating one assigned hold rating four given buy rating company stock .
53,they sell,number institutional investors hedge funds recently bought sold shares business .
54,they buy,"community financial services group llc bought new position shares toronto-dominion bank 3rd quarter worth approximately 209,000 ."
55,they sell,valuengine downgraded shares toronto-dominion bank nyse td tse td hold rating sell rating research note released wednesday november 7th .
56,they buy,zacks investment research cut shares toronto-dominion bank buy rating hold rating research note thursday november 1st .
57,they sell,two equities research analysts rated stock sell rating one assigned hold rating five given buy rating company stock .
58,they sell,"keyword toronto-dominion bank nyse td td finance downgrade valuengineratings:4,6 nyse tdrefreshed2 receive news ratings toronto-dominion bank daily enter email address receive concise daily summary latest news analysts ratings toronto-dominion bank related companies marketbeat.com free daily email newsletter ."
59,they buy,majesty queen right province alberta represented alberta investment management corp increased stake toronto-dominion bank 60.0 second quarter .
60,they buy,toronto dominion bank increased stake shares toronto-dominion bank 29.9 second quarter .
61,they buy,fiera capital corp increased stake shares toronto-dominion bank 62.7 second quarter .
62,they buy,addenda capital inc. increased stake shares toronto-dominion bank 96.6 second quarter .
63,they buy,finally acadian asset management llc increased stake shares toronto-dominion bank 9.5 second quarter .
64,they sell,zacks investment research upgraded shares toronto-dominion bank sell rating hold rating research note friday november 16th .
65,they sell,valuengine lowered shares toronto-dominion bank hold rating sell rating research note wednesday november 7th .
66,they sell,one research analyst rated stock sell rating two given hold rating five given buy rating company .
67,they buy,toronto-dominion bank presently average rating buy consensus target price 79.00 .
68,they sell,zacks investment research raised shares toronto-dominion bank sell rating hold rating research report friday november 16th .
69,they sell,valuengine lowered shares toronto-dominion bank hold rating sell rating research report wednesday november 7th .
70,they sell,one research analyst rated stock sell rating two assigned hold rating five assigned buy rating company .
71,they buy,stock presently consensus rating buy consensus price target 79.00 .
72,they sell,number hedge funds also recently bought sold shares td .
73,they buy,first manhattan co. increased holdings toronto-dominion bank 106.9 3rd quarter .
74,they buy,huntington national bank increased holdings toronto-dominion bank 216.9 3rd quarter .
75,they buy,"finally atlas capital advisors llc increased holdings toronto-dominion bank 1,361.3 2nd quarter ."
76,they sell,zacks investment research cut shares toronto-dominion bank hold rating sell rating research note friday november 9th .
77,they sell,valuengine cut shares toronto-dominion bank hold rating sell rating research note wednesday november 7th .
78,they sell,one investment analyst rated stock sell rating two assigned hold rating five assigned buy rating company .
79,they buy,stock currently consensus rating buy consensus price target 79.00 .
80,they sell,sell-side analysts expect toronto-dominion bank post 4.94 eps current year .
81,they sell,hedge funds institutional investors also recently bought sold shares company .
82,they buy,eagle ridge investment management increased holdings shares toronto-dominion bank 1.1 2nd quarter .
83,they buy,penobscot investment management company inc. increased holdings shares toronto-dominion bank 4.0 3rd quarter .
84,they buy,northwestern mutual wealth management co. increased holdings shares toronto-dominion bank 1.5 3rd quarter .
85,they buy,first manhattan co. increased holdings shares toronto-dominion bank 106.9 3rd quarter .
86,they buy,finally riverhead capital management llc increased holdings shares toronto-dominion bank 14.1 2nd quarter .
87,they sell,zacks investment research cut shares toronto-dominion bank hold rating sell rating research note friday november 9th .
88,they sell,valuengine cut shares toronto-dominion bank hold rating sell rating research note wednesday november 7th .
89,they sell,one equities research analyst rated stock sell rating two assigned hold rating five assigned buy rating company stock .
90,they buy,company consensus rating buy consensus price target 79.00 .
91,they sell,name required zacks investment research upgraded shares toronto-dominion bank nyse td tse td sell rating hold rating research report sent investors friday .
