,0,1,2,3,4
0,Revenue,8/30/2018,8/31/2017,9/1/2016,9/3/2015
1,Total Revenue,"30,391,000","20,322,000","12,399,000","16,192,000"
2,Cost of Revenue,"12,500,000","11,779,000","9,894,000","10,977,000"
3,Gross Profit,"17,891,000","8,543,000","2,505,000","5,215,000"
4,Operating Expenses,,,,
5,Research Development,"2,141,000","1,824,000","1,617,000","1,540,000"
6,Selling General and Administrative,"813,000","730,000","656,000","719,000"
7,Non Recurring,-,-,-,-
8,Others,"-85,000","5,000","-2,000","-29,000"
9,Total Operating Expenses,"15,369,000","14,445,000","12,165,000","13,208,000"
10,Operating Income or Loss,"15,022,000","5,877,000","234,000","2,984,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-716,000","-673,000","-490,000","72,000"
13,Earnings Before Interest and Taxes,"15,022,000","5,877,000","234,000","2,984,000"
14,Interest Expense,"-222,000","-601,000","-437,000","-371,000"
15,Income Before Tax,"14,306,000","5,204,000","-256,000","3,056,000"
16,Income Tax Expense,"168,000","114,000","19,000","157,000"
17,Minority Interest,"870,000","849,000","848,000","937,000"
18,Net Income From Continuing Ops,"14,138,000","5,090,000","-275,000","2,899,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"14,135,000","5,089,000","-276,000","2,899,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"14,135,000","5,089,000","-276,000","2,899,000"
