,Earnings Estimate,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,9.0,9.0,11.0,10.0
1,Avg. Estimate,1.52,1.64,6.35,7.05
2,Low Estimate,1.45,1.56,6.3,6.6
3,High Estimate,1.61,1.69,6.4,7.38
4,Year Ago EPS,1.79,1.76,6.44,6.35
,Revenue Estimate,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,8,8,11,11
1,Avg. Estimate,1.28B,1.33B,5.26B,5.51B
2,Low Estimate,1.27B,1.31B,5.19B,5.4B
3,High Estimate,1.3B,1.35B,5.55B,5.83B
4,Year Ago Sales,930.93M,920.02M,3.98B,5.26B
5,Sales Growth (year/est),37.70%,44.70%,32.30%,4.70%
,Earnings History,3/30/2018,6/29/2018,9/29/2018,12/30/2018
0,EPS Est.,1.59,1.59,1.54,1.29
1,EPS Actual,1.79,1.76,1.64,1.32
2,Difference,0.2,0.17,0.1,0.03
3,Surprise %,12.60%,10.70%,6.50%,2.30%
,EPS Trend,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,Current Estimate,1.52,1.64,6.35,7.05
1,7 Days Ago,1.52,1.64,6.35,7.05
2,30 Days Ago,1.54,1.64,6.35,7.05
3,60 Days Ago,1.59,1.66,6.36,7.11
4,90 Days Ago,1.69,1.72,6.68,7.54
,EPS Revisions,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,Up Last 7 Days,N/A,N/A,N/A,1
1,Up Last 30 Days,N/A,N/A,N/A,2
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,N/A,N/A,N/A,N/A
,Growth Estimates,IFF,Industry,Sector,S&P 500
0,Current Qtr.,-15.10%,N/A,N/A,0.01
1,Next Qtr.,-6.80%,N/A,N/A,0.05
2,Current Year,-1.40%,N/A,N/A,0.05
3,Next Year,11.00%,N/A,N/A,0.11
4,Next 5 Years (per annum),7.00%,N/A,N/A,0.10
5,Past 5 Years (per annum),5.78%,N/A,N/A,N/A
