,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"3,485,900","3,580,700","3,562,300","2,985,900"
2,Cost of Revenue,"2,109,900","2,117,100","2,066,400","1,729,600"
3,Gross Profit,"1,376,000","1,463,600","1,495,900","1,256,300"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,178,400","958,600","913,700","594,300"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"3,288,300","3,075,700","2,980,100","2,323,900"
10,Operating Income or Loss,"197,600","505,000","582,200","662,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-473,000","-612,900","-254,100","-251,100"
13,Earnings Before Interest and Taxes,"197,600","505,000","582,200","662,000"
14,Interest Expense,"-106,000","-94,000","-97,800","-77,500"
15,Income Before Tax,"-275,400","-107,900","328,100","410,900"
16,Income Tax Expense,"-29,800","-150,900","120,200","142,900"
17,Minority Interest,"9,700","12,000","10,600","17,947"
18,Net Income From Continuing Ops,"-245,600","43,000","207,900","268,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"-244,700","42,400","206,300","267,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"-253,300","23,400","178,200","256,900"
